doc_id,page_number,table_index,site_name,json_latitude,json_longitude,year,year_type,peak_date,peak_discharge_cfs,peak_gage_height_ft,mean_discharge_cfs,total_runoff_acre_ft,discharge_unit,quality_flag,notes,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1935,water_year,1935-01-05,12500,,101,81260,cfs,e,"Peak marked with *=estimated. Minimum day = 0. Combined water year mean=115, runoff=83,600. Calendar year observed mean=91.7, runoff=66,400. Calendar year combined mean=95.8, runoff=69,340.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1936,water_year,1936-02-12,7200,,67.3,48890,cfs,,"Minimum day = 0.1. Combined water year mean=72.6, runoff=52,730. Calendar year observed mean=90.3, runoff=65,570. Calendar year combined mean=95.2, runoff=69,140.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1937,water_year,1937-02-14,12800,,229,165800,cfs,,"Minimum day = 0.1. Combined water year mean=236, runoff=171,000. Calendar year observed mean=210, runoff=152,100. Calendar year combined mean=219, runoff=158,800.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1938,water_year,1938-03-02,56000,,321,232300,cfs,,"Minimum day = 0.3. Combined water year mean=330, runoff=239,000. Calendar year observed mean=328, runoff=237,600. Calendar year combined mean=338, runoff=244,700.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1939,water_year,1939-03-09,5000,,55.1,39890,cfs,e,"Peak marked with *=estimated. Minimum day = 0.1. Combined water year mean=63.6, runoff=46,050. Calendar year observed mean=44.0, runoff=31,880. Calendar year combined mean=51.6, runoff=37,330.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1940,water_year,1940-02-25,5500,,38.5,27920,cfs,e,"Peak marked with *=estimated. Minimum day = 0.1. Combined water year mean=44.8, runoff=32,500. Calendar year observed mean=61.4, runoff=44,590. Calendar year combined mean=66.1, runoff=47,990.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1941,water_year,1941-03-04,17300,,513,371700,cfs,,"Minimum day = 0.2. Combined water year mean=519, runoff=375,600. Calendar year observed mean=506, runoff=366,000. Calendar year combined mean=512, runoff=370,900.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1942,water_year,1941-12-28,3150,,51.4,37230,cfs,,"Minimum day = 0.2. Combined water year mean=58.3, runoff=42,240. Calendar year observed mean=35.5, runoff=25,670. Calendar year combined mean=41.8, runoff=30,290.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1943,water_year,1943-01-23,44000,,229,165500,cfs,,"Minimum day = 0.2. OCR artifact: '44,000Jan.' parsed as '44,000 Jan. 23, 1943'. Combined water year mean=236, runoff=170,500. Calendar year observed mean=239, runoff=173,000. Calendar year combined mean=246, runoff=178,400.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1944,water_year,1944-02-22,13000,,188,136700,cfs,,"Minimum day = 0.2. OCR artifact: '13,000Feb.' parsed as '13,000 Feb. 22, 1944'. Combined water year mean=197, runoff=143,100. Calendar year observed mean=189, runoff=136,900. Calendar year combined mean=197, runoff=143,200.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1945,water_year,1945-02-02,11500,,68.2,49370,cfs,,"Minimum day = 0.4. OCR artifact: '11,500Feb.' parsed as '11,500 Feb. 2, 1945'. Combined water year mean=75.2, runoff=54,460. Calendar year observed mean=81.5, runoff=58,980. Calendar year combined mean=88.0, runoff=63,720.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1946,water_year,1946-03-30,11300,,82.2,59480,cfs,,"Minimum day = 0.2 (OCR shows ',2'). Combined water year mean=89.0, runoff=64,450. Calendar year observed mean=98.3, runoff=71,160. Calendar year combined mean=105, runoff=75,800.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1947,water_year,1946-12-25,4850,,56.3,40730,cfs,,"Minimum day = 0.2. OCR artifact: '4,850Dec.' parsed as '4,850 Dec. 25, 1946'. Combined water year mean=62.6, runoff=45,340. Calendar year observed mean=15.9, runoff=11,490. Calendar year combined mean=22.2, runoff=16,050.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1948,water_year,1948-03-24,748,,6.05,4380,cfs,,"Minimum day = 0.2. OCR artifact: '748Mar. 24, 1948' parsed as peak=748. Combined water year mean=11.0, runoff=7,960. Calendar year observed mean=6.18, runoff=4,480. Calendar year combined mean=10.8, runoff=7,860.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1949,water_year,1949-03-11,725,,8.6,6230,cfs,,"Minimum day = 0.01. Combined water year mean=12.5, runoff=9,070. Calendar year observed mean=10.8, runoff=7,780. Calendar year combined mean=14.6, runoff=10,540.",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Sespe Creek near Fillmore, Calif.",,,1950,water_year,1950-02-06,3000,,19.2,13920,cfs,,"Minimum day = 0.05. OCR artifact: '3,000Feb' parsed as '3,000 Feb. 6, 1950'. Combined water year mean=23.3, runoff=16,900. Calendar year data missing (dashes).",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,water_year,,,,15.7,11400,cfs,,From 'The year' column in monthly table.,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
1607,414,1,"Turlook canal near La Grange, Calif.",,,1927,water_year,,1850,,643,465000,cfs,o,Minimum day is 0 (quality flag o). Water year ending Sept. 30.,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1927,calendar_year,,1850,,668,484000,cfs,o,Minimum day is 0 (quality flag o). Calendar year.,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1928,water_year,,1900,,694,504000,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1928,calendar_year,,1900,,664,482000,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1929,water_year,,1820,,642,465000,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1929,calendar_year,,1820,,650,470500,cfs,o,"Calendar year mean OCR reads '6E0', interpreted as 650. Minimum day is 0 (quality flag o).",Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1930,water_year,,1880,,643,466000,cfs,,,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1930,calendar_year,,1840,,673,487000,cfs,,,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1931,water_year,,1390,,541,391000,cfs,,,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1931,calendar_year,,1390,,479,347000,cfs,,Minimum day is '-' (blank).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1932,water_year,,1840,,732,531000,cfs,,Minimum day is '-' (blank).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1932,calendar_year,,1840,,784,569000,cfs,,Minimum day is '-' (blank).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1933,water_year,,1750,,706,511000,cfs,,,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1933,calendar_year,,1750,,689,498000,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1934,water_year,,1880,,680,492000,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1934,calendar_year,,1880,,687,497100,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1935,water_year,,1860,,694,502500,cfs,,,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1935,calendar_year,,1860,,695,502900,cfs,,,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1936,water_year,,1810,,688,499100,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1936,calendar_year,,1810,,686,498100,cfs,o,"Calendar year mean OCR reads '68 6', interpreted as 686. Minimum day is 0 (quality flag o).",Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1937,water_year,,1760,,677,490400,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1937,calendar_year,,1760,,630,455900,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1938,water_year,,1780,,588,426000,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1938,calendar_year,,1780,,660,477500,cfs,o,Minimum day is 0 (quality flag o).,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,1,"Turlook canal near La Grange, Calif.",,,1939,water_year,,2110,,742,537400,cfs,,No calendar year data for 1939.,Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1906,water_year,,5420,,1190,862000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1906,calendar_year,,5420,,1210,875000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1907,water_year,,9760,,1280,929000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1907,calendar_year,,9760,,1280,930000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1908,water_year,,1540,,398,289000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1908,calendar_year,,1540,,379,275000,cfs,,"Calendar year minimum day reads '44,9' — interpreted as 44.9 (comma as decimal).",Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1910,water_year,,4040,,826,599000,cfs,,Year 1909 missing from table.,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1910,calendar_year,,4040,,710,558000,cfs,,"Calendar year mean OCR reads '7'10', interpreted as 710.",Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1911,water_year,,4790,,1110,802000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1911,calendar_year,,4790,,1110,801000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1912,water_year,,3010,,386,280000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1912,calendar_year,,3010,,374,273000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1913,water_year,,1920,,389,281000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1913,calendar_year,,1920,,389,281000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1914,water_year,,5640,,941,683000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1914,calendar_year,,5640,,954,692000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1915,water_year,,4420,,911,660000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1915,calendar_year,,4420,,899,651000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1916,water_year,,4110,,1050,760000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1916,calendar_year,,4110,,1080,781000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1917,water_year,,4270,,941,681500,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1917,calendar_year,,4270,,927,664000,cfs,,"Calendar year mean OCR reads '92.7', interpreted as 927 (likely OCR artifact — decimal misplaced).",Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1918,water_year,,2860,,576,417000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1918,calendar_year,,2860,,593,430000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1919,water_year,,2320,,428,310000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1919,calendar_year,,2320,,392,284000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1920,water_year,,2380,,419,304000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1920,calendar_year,,2380,,447,324000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1921,water_year,,2950,,695,503000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1921,calendar_year,,2950,,674,488000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1922,water_year,,4310,,801,580000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1922,calendar_year,,4310,,820,594000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1923,water_year,,2430,,583,422000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1923,calendar_year,,2430,,576,417000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1924,water_year,,796,,202,147000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1924,calendar_year,,874,,208,151000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1925,water_year,,5130,,841,608000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1925,calendar_year,,5130,,841,608000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1926,water_year,,2040,,452,327000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1926,calendar_year,,2040,,448,325000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
1607,414,3,"Middle Fork of Stanislaus River at Sand Bar Flat, near Avery, Calif.",,,1927,water_year,,3240,,746,540000,cfs,,,Middle Fork of Stanislaus River,,,37.7,-120.9,Annual,1906-01/01/1906-09/30/1939,Second-feet and acre-feet
