doc_id,page_number,table_index,site_name,json_latitude,json_longitude,water_year,month,month_num,max_discharge_cfs,min_discharge_cfs,mean_discharge_cfs,total_runoff_acre_ft,discharge_unit,quality_flag,notes,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,March,6,,,34.2,2100,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,April,7,,,17.4,1040,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,May,8,,,9.29,571,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,June,9,,,6.37,379,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,July,10,,,4.13,254,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,August,11,,,2.6,160,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,3,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,September,12,,,2.0,119,cfs,,,Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,October,1,,,26.0,,cfs,e,Value printed as #26; # treated as estimated,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,November,2,,,28.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,December,3,,,26.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,January,4,,,26.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,February,5,,,27.8,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,March,6,,,26.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,April,7,,,26.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,May,8,,,45.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,June,9,,,96.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,July,10,,,48.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,August,11,,,44.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,September,12,,,39.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,October,1,,,36.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,November,2,,,35.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,December,3,,,32.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,January,4,,,30.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,February,5,,,30.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,March,6,,,28.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,August,11,,,32.0,,cfs,,April-July and The year are blank/dash for 1913,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1913,September,12,,,31.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,October,1,,,31.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,November,2,,,34.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,December,3,,,31.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,January,4,,,30.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,February,5,,,30.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,March,6,,,28.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,April,7,,,37.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,May,8,,,81.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,June,9,,,66.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,July,10,,,50.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,August,11,,,47.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,September,12,,,41.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,October,1,,,25.0,,cfs,e,Value printed as #25; # treated as estimated,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,November,2,,,23.0,,cfs,e,Value printed as #23; # treated as estimated,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,December,3,,,22.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,January,4,,,21.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,February,5,,,20.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,March,6,,,19.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,April,7,,,20.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,May,8,,,28.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,June,9,,,27.8,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,July,10,,,24.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,August,11,,,24.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,September,12,,,24.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,October,1,,,23.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,November,2,,,21.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,December,3,,,20.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,January,4,,,19.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,February,5,,,18.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,March,6,,,18.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,April,7,,,18.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,May,8,,,25.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,June,9,,,29.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,July,10,,,27.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,August,11,,,26.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,September,12,,,25.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,October,1,,,24.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,November,2,,,23.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,December,3,,,22.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,January,4,,,21.2,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,February,5,,,20.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,March,6,,,20.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,April,7,,,21.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,May,8,,,27.1,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,June,9,,,32.3,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,July,10,,,27.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,August,11,,,25.8,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,September,12,,,24.4,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,October,1,,,23.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,November,2,,,22.6,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,December,3,,,21.5,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,January,4,,,20.9,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,February,5,,,20.0,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,4,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,March,6,,,19.7,,cfs,,,Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
