,ID,PAGE_NUMBER,Latitude,Longitude,Location,Townships_Ranges_Sections,Watersource_Name,County,Dates_of_Recording,Temporal_Resolution,Units_Of_Measurement,Water_Type
10,2846,29,33.9619,-116.1183,"Coachella Valley, secs. 3 and 9, T. 5 S., R. 7 E.","['T. 5 S., R. 7 E.']",Colorado River water deliveries through Coachella Canal,Riverside County,1948-01/01/1948-12/31/1967,Annual,acre-feet,Irrigation
11,53419,29,39.69625,-123.4794444,"21N/15W -1R,M 39°41'45""N,123°28'46""",['21N/15W -1R'],Spring Pinches Sulphur,MENDOCINO,09/29/1966-09/29/1966,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
12,53419,29,39.6569444,-123.5875,"21N/15W -19M,M 39°39'25""N,123°35'15""",['21N/15W -19M'],Mud Springs Valley Mud (Jackson Springs),MENDOCINO,09/29/1966-09/29/1966,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
13,53419,29,39.8261111,-123.58,"23N/15W -19L,M 39°49'34""N,123°34'48""",['23N/15W -19L'],Division California Highways of,MENDOCINO,09/28/1966-09/28/1966,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
14,53419,29,38.2844444,-122.3280556,"5N/4W -17C,M 38°17'04""N,122°19'41""",['5N/4W -17C'],Spring Stearns Congress F. A.,NAPA,05/06/1965,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
15,53419,29,38.3472222,-122.235,"6N/3W -19X,M 38°20'50""N,122°14'06""",['6N/3W -19X'],Imboden Pete,NAPA,05/11/1965-05/,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
16,53419,29,38.3897222,-122.2775,"6N/4W -2N,M 38°23'23""N,122°16'39""",['6N/4W -2N'],Soda Springs Nape Soda Jacksons Springs Nasser Napa A1,NAPA,05/06/1965,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
17,53419,29,38.3388889,-122.2591667,"6N/4W -25E,M 38°20'20""N,122°15'33""",['6N/4W -25E'],Springs Vichy Lepori Harris Napa M. E.,NAPA,05/06/1965,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
18,53419,29,38.3969444,-122.3666667,"6N/5W -1L,M 38°23'49""N,122°22'00""",['6N/5W -1L'],State Home California Veterans,NAPA,05/06/1965,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
19,53419,29,38.4844444,-122.2413889,"TN/3W -6E,M 38°29'04""N,122°14'29""",['7N/3W -6E'],Division California of Highways,NAPA,05/07/1965,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
20,53419,29,38.4905556,-122.495,"TN/GW -2D,M 38°29'26""N,122°29'42""",['7N/3W -2D'],"Springs Springs Inc. Camps, Sulphur White California-Nevada White Original Sulphur Methodist",,05/11/1965,,"{'Temperature': 'F', 'Discharge': 'gpm', 'Altitude': 'feet'}",Springs
21,3067,268,37.509722,-119.197222,"{'Latitude': 37.509722, 'Longitude': -119.197222}","['T. 5 S., R. 25 E., sec. 11']",San Joaquin River at Miller Crossing,Calaveras,"10/1921-07/1928, 10/1951-09/1956",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet'}",Stream discharge
22,10372,13,,,"Mount Diablo Base Line and Meridian, San Bernardino Base Line and Meridian","['T. 30 S., R. 27 E.', 'R. 28 E.', 'R. 29 E.', 'R. 30 E.', 'T. 31 S., R. 24 E.', 'R. 25 E.', 'R. 26 E.', 'R. 27 E.', 'R. 28 E.', 'R. 29 E.', 'R. 30 E.', 'T. 32 S., R. 23 E.', 'R. 24 E.', 'R. 25 E.', 'R. 26 E.', 'R. 27 E.', 'R. 28 E.', 'R. 29 E.', 'R. 30 E.', 'Tps. 11 & 12 N., R. 18 W.', 'R. 19 W.', 'R. 20 W.', 'R. 21 W.', 'R. 22 W.', 'R. 23 W.']",San Joaquin Valley Pumpages,Not Specified,01/01/1975-12/31/1977,Yearly,Acre-feet,Groundwater well
23,48176,27,36.9747,-121.9496,"Pajaro Valley area, California",,Pajaro Valley Groundwater,"['Santa Cruz', 'Monterey']",06/01/1963-04/30/1970,1 year (May 1 to April 30),acre-feet,Groundwater well
24,3067,266,36.215278,-120.469444,"Lat 36°12'55"" , long 120°28'10""","['T. 20 S., R. 14 E., sec. 5']",Los Gatos Creek above Nunez Canyon near Coalinga,Kings County,10/01/1949-09/30/1956,Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Accumulated Volume': 'acre-feet'}",Stream discharge
25,25076,28,35.719,-118.533,"Near Onyx, San Joaquin River Basin",[],South Fork of Kern River near Onyx,Kern County,1911-10/1923-09,Monthly,second-feet,Stream discharge
26,25076,28,35.617,-118.641,"Near Isabella, San Joaquin River Basin",[],Erskine Creek near Isabella,Kern County,1910-12/1911-12,Monthly,second-feet,Stream discharge
27,25076,28,35.517,-118.717,"Near Havilah, San Joaquin River Basin",[],Basin Creek near Havilah,Kern County,1910-11/1911-12,Monthly,second-feet,Stream discharge
28,25076,28,35.3,-118.916,"Tejon Ranch House, San Joaquin River Basin",[],Tejon House Creek at Tejon ranch house,Kern County,1894-95/1896-97,Monthly,second-feet,Stream discharge
29,25076,32,36.299,-119.287,"Near Three Rivers, California",[],Kaweah River near Three Rivers,Tulare County,1902-03-01 to 1925-26-30,Monthly,second-feet,Stream discharge
30,25076,32,36.233,-118.883,"Near Lemon Cove, California",[],"Kaweah River at McKay Point, near Lemon Cove",Tulare County,1918-19-01 to 1920-21-30,Monthly,second-feet,Stream discharge
31,2846,46,33.9491,-116.556,"Coachella Valley, California",[],Desert Hot Springs,Riverside County,05/01/1953-12/31/1967,Annual (1953-1967),acre-feet,Groundwater well
32,2846,46,33.994,-116.4756,"Coachella Valley, California",[],Mission Creek,Riverside County,05/01/1953-12/31/1967,Annual (1953-1967),acre-feet,Groundwater well
33,2846,46,33.97,-116.53,"Coachella Valley, California",[],Garnet Hill,Riverside County,05/01/1953-12/31/1967,Annual (1953-1967),acre-feet,Groundwater well
34,2846,46,33.9,-116.55,"Coachella Valley, California",[],Whitewater River,Riverside County,05/01/1953-12/31/1967,Annual (1953-1967),acre-feet,Groundwater well
35,56394,254,37.4541667,-120.6077778,"near Shaffer Bridge, near Cressey, CA","[""NW&SW's sec. 36, T. 5 S., R.12 E.""]",MERCED RIVER AT SHAFFER BRIDGE,Merced County,10/01/1975-09/30/1976,Daily,Cubic feet per second (ft³/s),Stream discharge
