id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording,temporal_resolution,units_of_measurement,water_type,keyterms
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 3E2,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well J3,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well M3,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well Q2,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 4F3,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well F4,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well Q2,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 5N3,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well R4,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 8N3,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 9A3,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well E1,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 10F1,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 11K4,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 12B1,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well P5,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 14C1,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 1603,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,29,-34.443333,-119.846111,,,"Goleta Basin, T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well J2,Santa Barbara County,Santa Barbara County,01/01/2022-12/31/2022,Monthly,Not Specified,Groundwater,"['Well', 'Measurement']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 27 W.","['T. 4 N., R. 27 W.']",D. J. Davis Well,,Santa Barbara County,12/60-11/54,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 27 W.","['T. 4 N., R. 27 W.']",Allen E. Rogers Well,,Santa Barbara County,4/59-1/60,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 27 W.","['T. 4 N., R. 27 W.']",La Cumbre Estates Corp. Well,,Santa Barbara County,12/60-10/57,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 27 W.","['T. 4 N., R. 27 W.']",Hillside House Foundation Well,,Santa Barbara County,3/60-3/56,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 27 W.","['T. 4 N., R. 27 W.']",City of Santa Barbara Well,,Santa Barbara County,2/48-10/51,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Santa Barbara County Well,,Santa Barbara County,4/54-11/51,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Peter Cavaletto Well,,Santa Barbara County,4/41-10/48,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Hollister Estate Well,,Santa Barbara County,1/56-11/55,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",L. W. Fowler Well,,Santa Barbara County,2/59-9/49,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",A. J. Haverland Well,,Santa Barbara County,1/48-9/51,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Cavalletto and Johnston Well,,Santa Barbara County,12/60-8/55,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",W. C. Laird Well,,Santa Barbara County,4/59-8/59,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",R. S. Rowe Well,,Santa Barbara County,4/45-6/50,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Sellar Bullard Well,,Santa Barbara County,11/60-9/41,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",F. J. Ewing Well,,Santa Barbara County,6/37-9/54,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Shrode-Nelson Produce Well,,Santa Barbara County,4/59-4/55,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",L. M. Cavaletto Well,,Santa Barbara County,3/43-9/54,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",A. T. Spaulding Well,,Santa Barbara County,6/41-10/54,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",J. S. Edwards Well,,Santa Barbara County,4/43-7/56,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Calif. Highway Dept. Well,,Santa Barbara County,3/47-8/54,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",St. Vincent's School Well,,Santa Barbara County,1/42-11/55,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",La Cumbre Mutual Water Co. Well,,Santa Barbara County,12/60-8/59,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",City of Santa Barbara Well (Additional Record),,Santa Barbara County,11/60-4/56,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",J. M. Pagliotti Well,,Santa Barbara County,5/59-4/55,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,31,34.4208,-119.6982,,,"T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",J. Ciampi & Sons Well,,Santa Barbara County,5/46-11/54,1 month,feet,Groundwater,"['Well', 'Depth', 'Altitude', 'Water level']"
sb3,33,34.4333,-119.7,,,"Golgota Basin, Section T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 16L1,,Santa Barbara County,01/01/YYYY-12/01/YYYY,Monthly,Feet (assumed based on common practice for groundwater),Groundwater,"['well', 'Jan.', 'Feb.', 'Mar.', 'Apr.', 'May', 'June', 'July', 'Aug.']"
sb3,33,34.4333,-119.7,,,"Golgota Basin, Section T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 17R1,,Santa Barbara County,01/01/YYYY-12/01/YYYY,Monthly,Feet (assumed based on common practice for groundwater),Groundwater,"['well', 'Jan.', 'Feb.', 'Mar.', 'Apr.', 'May', 'June', 'July', 'Aug.', 'Sept.', 'Oct.', 'Nov.', 'Dec.']"
sb3,33,34.4333,-119.7,,,"Golgota Basin, Section T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well R2,,Santa Barbara County,01/01/YYYY-12/01/YYYY,Monthly,Feet (assumed based on common practice for groundwater),Groundwater,"['well', 'Jan.', 'Feb.', 'Mar.', 'Apr.', 'May', 'June', 'July', 'Aug.', 'Sept.', 'Oct.', 'Nov.', 'Dec.']"
sb3,33,34.4333,-119.7,,,"Golgota Basin, Section T. 4 N., R. 28 W.","['T. 4 N., R. 28 W.']",Well 18G2,,Santa Barbara County,01/01/YYYY-12/01/YYYY,Monthly,Feet (assumed based on common practice for groundwater),Groundwater,"['well', 'Jan.', 'Feb.', 'Mar.', 'Apr.', 'May', 'June', 'July', 'Aug.', 'Sept.', 'Oct.', 'Nov.', 'Dec.']"
sb3,33,34.4333,-119.7,,,"Golgota Basin, Section T. 4 N., R. 29 W.","['T. 4 N., R. 29 W.']",Well 13K2,,Santa Barbara County,01/01/YYYY-12/01/YYYY,Monthly,Feet (assumed based on common practice for groundwater),Groundwater,"['well', 'Jan.', 'Feb.', 'Mar.', 'Apr.', 'May', 'June', 'July', 'Aug.', 'Sept.', 'Oct.', 'Nov.', 'Dec.']"
