id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,data_source,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review
3034,50,36.1,-118.5,,,Near Kaweah River,[],"Success, near River Kaweah Fork Middle, Calif.",Tulare County,,2035-03/31/NA,Unknown,"[{'Recur-rence interval (years)': 'unknown', 'Discharge Cfs per (sq mi)': 'CFS/sq. mile', 'Flood-frequency Cfs': 'CFS', 'Gage height (feet)': 'feet', 'Areal Q2.33 (cfs)': 'CFS', 'Mean annual precipitation (inches)': 'inches', 'Altitude index (ftx 10 -3)': 'ft x 10^-3', 'Drainage area mi) (sq': 'square miles'}]",Stream Discharge,"['Discharge Cfs per (sq mi)', 'Flood-frequency', 'Gage height']",main,3034_50,36.1,-118.5,Stream discharge,,,,,UNPARSED,no_year_<=1980_found,True
2888,119,37.644,-121.095,,,Anderson Springs area,[],Black Surprise Sulphur Spring,,Stanislaus County,,,['mg/L'],Springs,['sulphur'],main,2888_119,37.644,-121.095,Springs,,,,,UNPARSED,,True
1141,73,36.209444,-119.516667,,,"Near Portersville, California","['NW 1/2 NW 1/4 sec. 25, T. 21 S., R. 28 E.']",Tule River,Kings County and Tulare County (crosses both),,,,,Stream Discharge,"['Tule River', 'Portersville', 'Discharge measurements']",main,1141_73,36.209444,-119.516667,Stream discharge,,,,,UNPARSED,,True
56411,412,,,37.623333,-121.757778,"Valle de San Jose Grant, Alameda County, on right bank 900 ft downstream from highway bridge, 1.1 miles upstream from Dry Creek, 1.3 miles downstream from Del Valle Dam, 4.1 miles south of Livermore, and 6.9 miles southeast of Pleasanton",[],Arroyo Valle,Alameda County,,"01/01/1912-09/30/1930, 10/01/1957-Present",Daily,"cubic feet per second (cfs), acre-feet (acre-ft)",Stream Discharge,"['Arroyo Valle', 'stream discharge', 'monthly discharge', 'flow regulated by Del Valle Reservoir']",main,56411_412,37.623333,-121.757778,Stream discharge,,1912,,"[1912, 1930, 1957]",OPEN_ENDED_IGNORED,,True
56418,78,,,39.135833,-120.219444,"at gaging station 0.5 mi (0.8 km) upstream from confluence with tributary, 3.9 mi (6.3 km) northwest of Tahoe Pines, and 4.8 mi (7.7 km) southwest of Tahoe City","['SE&NW 1s sec. 21', 'T.15 N. R.16 E.']",WARD CREEK NEAR TAHOE PINES,Placer County,,10/01/1972-12/31/current year,Daily,"{'Sediment Concentration': 'mg/1', 'Sediment Discharge': 'tons (tonnes)', 'Water Temperature': '°C'}",Stream Discharge,"['Sediment concentrations', 'Sediment discharge']",main,56418_78,39.135833,-120.219444,Stream discharge,,1972,,[1972],OPEN_ENDED_IGNORED,,True
56808,105,,,40.513333,-122.523056,"on left bank at highway bridge on Redding-Igo Road 1.0 mi (1.6 km) northeast of Igo, 8.3 mi (13.4 km) southwest of Redding, and 10.4 mi (16.7 km) upstream from mouth.",[],Clear Creek near Igo,Shasta County,Shasta County,10/01/1940-Current Year,Daily,"{'Discharge': 'cubic feet per second', 'Gage Height': 'feet', 'Annual Water Volume': 'acre-feet'}",Stream Discharge,"['Discharge Records', 'Gage Height', 'Whiskeytown Lake', 'Trinity River', 'Judge Francis Carr powerplant', 'Spring Creek powerplant']",main,56808_105,40.513333,-122.523056,Stream discharge,,1940,,[1940],OPEN_ENDED_IGNORED,,True
2060,391,34.25,-118.25,,,"Los Angeles, California",['9A1'],Security First National Bank of Los Angeles well,Santa Barbara County,Santa Barbara County,[],,Feet,Groundwater,"['Gravel', 'Sand']",main,2060_391,34.25,-118.25,Groundwater,,,,,UNPARSED,no_year_<=1980_found,True
2513,351,34.0167,-118.45,,,"Torrance-Santa Monica area, Zone of T. 3 S., R. 15 W.","['T. 3 S., R. 15 W.']",Well 1307A,Los Angeles County,Los Angeles County,Not provided,,[{'Pumping Rate': 'Gallons per minute (gpm)'}],Groundwater,"['Sand and gravel', 'Pumping data', 'Analyses and measurements']",main,2513_351,34.0167,-118.45,Groundwater,,,,,UNPARSED,no_year_<=1980_found,True
22029,129,,,,,Walker Lake 2 degree quadrangle/ Nevada and California--continued,[],Walker Lake,Esmeralda,,,,"['<20', '<5', '10', '15C', '1.0', '1.5', '2.0', '3.0', '5.0', '7.0']",Stream Discharge,"['stream-sediment samples', 'sample']",main,22029_129,,,Stream discharge,,,,,UNPARSED,,True
56405,315,,,38.708056,-120.05,"in SW4SW's sec. 18, T.10 N., R.18 E., Alpine County, Eldorado National Forest, on right bank 500 ft (152 m) downstream from main dam and outlet gate of Caples Lake, and 1.3 mi (2.1 km) east of Kirkwood","['T.10 N., R.18 E., sec. 18']",CAPLES LAKE OUTLET,Alpine County,,09/1922-Current,Daily measurements,"{'Flow Rate': 'cubic feet per second (ft3/s) and cubic meters per second (m³/s)', 'Water Year Discharge': 'acre-feet per year (acre-ft/yr) and cubic hectometers per year (hm3/yr)'}",Stream Discharge,"['stream discharge', 'water-stage recorder', 'Caples Lake spillway']",main,56405_315,38.708056,-120.05,Stream discharge,,1922,,[1922],OPEN_ENDED_IGNORED,,True
70038682,77,,,33.745,-116.534722,"NE&SW&SE's sec.11, T.5 S., R.4 E.","['T.5 S., R.4 E., sec.11']",PALM CANYON CREEK,Riverside County,,"01/1930-01/1942, 10/1947-present",Daily,"{'Flow': 'ft3/s (cubic feet per second)', 'Volume': 'acre-ft/yr'}",Stream Discharge,"['Discharge', 'Gage Height', 'Flow Measurement']",main,70038682_77,33.745,-116.534722,Stream discharge,,1930,,"[1930, 1942, 1947]",OPEN_ENDED_IGNORED,,True
56405,271,,,38.890556,-121.436667,"Lat 38°53'26"", long 121°26'12"" in SE&NE% sec. 14, T.12 N., R.3 E.","['T.12 N., R.3 E., sec. 14']",FEATHER RIVER NEAR NICOLAUS,Sutter County,,June 1921 to current year,Daily,"{'Discharge': 'cubic feet per second (ft³/s)', 'Area': 'square miles (mi²), square kilometers (km²)', 'Volume': 'acre-feet, cubic kilometers (km³)'}",Stream Discharge,"['discharge', 'water-year', 'gage height', 'reservoirs']",main,56405_271,38.890556,-121.436667,Stream discharge,,1921,,[1921],OPEN_ENDED_IGNORED,,True
3106,4,,,,,California,[],Surface Waters,,,,,"['mg/L', 'ppm']",Water Quality,"['Chemical quality', 'Temperature', 'Sediment', 'Mineral constituents in solution', 'Silica', 'Aluminum', 'Iron', 'Manganese', 'Calcium', 'Magnesium', 'Sodium and potassium', 'Bicarbonate, carbonate, and hydroxide', 'Sulfide', 'Sulfate', 'Chloride', 'Fluoride', 'Bromide', 'Iodide', 'Nitrogen, organic', 'Nitrate', 'Phosphate', 'Boron', 'Dissolved solids', 'Arsenic', 'Barium', 'Cadmium', 'Chromium', 'Cobalt', 'Copper', 'Lead', 'Lithium', 'Mercury', 'Nickel', 'Strontium', 'Zinc', 'Properties and characteristics of water', 'Hardness', 'Acidity', 'Sodium absorption ratio', 'Specific conductance', 'Hydrogen-ion concentration', 'Color', 'Turbidity', 'Density', 'Dissolved oxygen', 'Chemical oxygen demand', 'Biochemical oxygen demand', 'Organics']",main,3106_4,,,Water quality,,,,,UNPARSED,,True
2809,708,38.4,-122.1,,,Laurel Creek and vicinity,[],Laurel Creek,,Solano County,,,,Stream Discharge,['Laurel Creek'],main,2809_708,38.4,-122.1,Stream discharge,,,,,UNPARSED,,True
56419,501,,,41.011111,-124.080556,"41°00'40"", long 124°04'50""","['T.7 N., R,1 E., sec.8']",Little River at Crannel,Humboldt,Humboldt,10/01/1955-09/30/current year,Daily measurements from October to September,cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'gage height', 'cubic feet per second']",main,56419_501,41.011111,-124.080556,Stream discharge,,1955,,[1955],OPEN_ENDED_IGNORED,,True
2299,4,36.5,-116.8,,,Death Valley region,[],Springs,,"Imperial County, California",,,,Springs,"['Finding water', 'Mountain springs and tanks']",main,2299_4,36.5,-116.8,Springs,,,,,UNPARSED,,True
56845,144,36.3333,-118.8167,,,California,[],BOREL CANAL BELOW ISABELLA DAM,,Tulare County,10/01/1958-Current Year,Daily,Degrees Celsius (°C),Stream Discharge,"['WATER TEMPERATURES', 'BOREL CANAL BELOW ISABELLA DAM', 'WATER-QUALITY RECORDS']",main,56845_144,36.3333,-118.8167,Stream discharge,,1958,,[1958],OPEN_ENDED_IGNORED,,True
27067,29,39.2,-121.5,,,Below the Feather River confluence in the Sacramento Valley,[],Sacramento River at site C,unknown,Yuba or Sutter County,"['08/13/2023-08/14/2023', '11/04/2023-11/05/2023']",Diel (over two consecutive days),"['degrees Celsius', 'pH units', 'mg/L', '% ash weight', 'mg/L carbon', 'μS/cm', 'mg/L silica', 'mg/L phosphorus', 'mg/L oxygen']",Stream Discharge,"['Sacramento River', 'site C', 'temperature', 'pH', 'total phosphorus', 'dry weight of seston', 'ash weight of seston', 'suspended organic carbon', 'dissolved organic carbon', 'specific conductance', 'silica', 'dissolved oxygen']",main,27067_29,39.2,-121.5,Stream discharge,,,,,UNPARSED,no_year_<=1980_found,True
2516,231,32.9,-115.8,,,California,"['25E2', '25E3 25F1', '25G1 25G2 25H1', '25H2 25J1', '25K1', '2512 2513', '2514', '25L5', '2516 25M1', '25M2 25M3', '25M4', '25M5', '25M6 25N1', '25P1', '25Q1 25Q2 25Q3', '25R1', '25R2 26A1', '26B1 26B2', '26B3']",Irrigation Well,,Imperial County,,,"['ft.', 'gravel Coarse']",Groundwater,"['perforated', 'Casing', 'Irr Dom', 'Dom', 'Stock.', 'Obs.']",main,2516_231,32.9,-115.8,Groundwater,,,,,UNPARSED,,True
56850,445,,,34.0130555556,-118.0633333333,"Paso de Bartolo Grant, on right levee 460 ft (140 m) downstream from San Gabriel River Parkway, 4,200 ft (1,280 m) downstream from axis of Whittier Narrows Dam, and 1.4 mi (2.3 km) northeast of Pico Rivera",[],SAN GABRIEL RIVER AT PICO,Los Angeles County,,10/01/1928-Current Year,Daily,"{'Water Discharge': 'cubic feet per second (ft3/s)', 'Gage Height': 'feet (ft)', 'Water Year Totals': 'acre-feet'}",Stream Discharge,"['gauge height', 'flow regulated', 'discharge', 'Cubie feet per second']",main,56850_445,34.0130555556,-118.0633333333,Stream discharge,,1928,,[1928],OPEN_ENDED_IGNORED,,True
1312,189,,,,,Mission Valley,[],Well K 41,San Diego County,,,,"{'Thickness of water-bearing stratum': 'feet', 'Drawdown': 'feet', 'Total yield': 'gallons per minute', 'Specific capacity': 'gallons per minute per foot of drawdown'}",Groundwater,"['Well Test', 'Yield', 'Specific Capacity', 'Gravels']",main,1312_189,,,Groundwater,,,,,UNPARSED,,True
1312,189,,,,,Upper San Diego River,[],Well L 82,San Diego County,,,,"{'Thickness of water-bearing stratum': 'feet', 'Drawdown': 'feet', 'Total yield': 'gallons per minute', 'Specific capacity': 'gallons per minute per foot of drawdown'}",Groundwater,"['Well Test', 'Yield', 'Specific Capacity', 'Gravels']",main,1312_189,,,Groundwater,,,,,UNPARSED,,True
1312,189,,,,,Tia Juana Valley,[],Well o 132,San Diego County,,,,"{'Thickness of water-bearing stratum': 'feet', 'Drawdown': 'feet', 'Total yield': 'gallons per minute', 'Specific capacity': 'gallons per minute per foot of drawdown'}",Groundwater,"['Well Test', 'Yield', 'Specific Capacity']",main,1312_189,,,Groundwater,,,,,UNPARSED,,True
1312,189,,,,,Tia Juana Valley,[],Well o 115,San Diego County,,,,"{'Thickness of water-bearing stratum': 'feet', 'Drawdown': 'feet', 'Total yield': 'gallons per minute'}",Groundwater,"['Well Test', 'Yield']",main,1312_189,,,Groundwater,,,,,UNPARSED,,True
1312,189,,,,,2 miles west of Nestor,[],Well o 47,San Diego County,,,,"{'Thickness of water-bearing stratum': 'feet', 'Drawdown': 'feet', 'Total yield': 'gallons per minute'}",Groundwater,"['Well Test', 'Yield']",main,1312_189,,,Groundwater,,,,,UNPARSED,,True
1312,189,,,,,One-half mile east of Nestor,[],Well o 102,San Diego County,,,,"{'Drawdown': 'none.', 'Total yield': 'gallons per minute'}",Groundwater,"['Well Test', 'Yield']",main,1312_189,,,Groundwater,,,,,UNPARSED,,True
1312,189,,,,,"['1 mile north of El Cajon', '2 miles east of El Cajon']",[],Well L 24 and L 98,San Diego County,,,,"{'Thickness of water-bearing stratum': 'feet', 'Drawdown': 'feet', 'Total yield': 'gallons per minute', 'Specific capacity': 'gallons per minute per foot of drawdown'}",Groundwater,"['Well Test', 'Yield', 'Specific Capacity']",main,1312_189,,,Groundwater,,,,,UNPARSED,,True
70038414,98,,,35.174,-118.4786,"NE&SW1 sec 6, T.32 S., R.33 E.","['T.32 S., R.33 E., NE&SW1 sec 6']",TEHACHAPI CREEK,Kern County,Kern County,09/1962-Current year,daily,"{'Discharge': 'cubic feet per second (cfs)', 'Cumulative_Acre-Feet': 'acre-ft'}",Stream Discharge,"['water-stage recorder', 'gage height', 'maximum discharge', 'average discharge', 'streamflow']",main,70038414_98,35.174,-118.4786,Stream discharge,,1962,,[1962],OPEN_ENDED_IGNORED,,True
70038681,363,,,39.724,-121.0211,"SW1NW sec 31, T.22 N., R.9 E., Plumas National Forest","['T.22 N., R.9 E., sec 31']",SOUTH FORK FEATHER RIVER BELOW LITTLE GRASS VALLEY DAM,Plumas County,Plumas County,"10/01/1927-09/30/1933, 10/01/1960-Current",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Water Volume': 'acre-feet'}",Stream Discharge,"['South Fork Feather River', 'Little Grass Valley Dam', 'Plumas County', 'discharge', 'gage height']",main,70038681_363,39.724,-121.0211,Stream discharge,,1927,,"[1927, 1933, 1960]",OPEN_ENDED_IGNORED,,True
70038402,531,38.9914,-122.8598,38.9914,-122.8598,"Kelseyville, CA","['[Unknown]', '[Unknown]', '[Unknown]']",Adobe Creek near Kelseyville,Lake County,Lake County,,,,Stream Discharge,"['Adobe Creek', 'Kelseyville']",main,70038402_531,38.9914,-122.8598,Stream discharge,,,,,UNPARSED,,True
70038402,531,39.0034,-122.8285,39.0034,-122.8285,"Clements, CA","['[Unknown]', '[Unknown]', '[Unknown]']",Camanche Reservoir near Clements,Lake County,Lake County,,,,Reservoir,"['Camanche Reservoir', 'Clements']",main,70038402_531,39.0034,-122.8285,Reservoir,,,,,UNPARSED,,True
70038402,531,39.3412,-120.543,39.3412,-120.543,"Truckee, CA","['[Unknown]', '[Unknown]', '[Unknown]']",Alder Creek (Pyramid and Winnemucca Lakes basin) near Truckee,Placer County,Placer County,,,,Stream Discharge,"['Alder Creek', 'Truckee']",main,70038402_531,39.3412,-120.543,Stream discharge,,,,,UNPARSED,,True
70038402,531,39.2436,-120.7049,39.2436,-120.7049,"Somerset, CA","['[Unknown]', '[Unknown]', '[Unknown]']",Camp Creek near Somerset,Placer County,Placer County,,,,Stream Discharge,"['Camp Creek', 'Somerset']",main,70038402_531,39.2436,-120.7049,Stream discharge,,,,,UNPARSED,,True
70038402,531,36.4157,-120.4719,36.4157,-120.4719,"Cantua Creek, CA","['[Unknown]', '[Unknown]', '[Unknown]']",Cantua Creek near Cantua Creek,Fresno County,Fresno County,,,,Stream Discharge,['Cantua Creek'],main,70038402_531,36.4157,-120.4719,Stream discharge,,,,,UNPARSED,,True
70038402,531,39.2831,-120.6643,39.2831,-120.6643,"Bowman, CA","['[Unknown]', '[Unknown]', '[Unknown]']",Canyon Creek below Bowman Lake,Placer County,Placer County,,,,Stream Discharge,"['Canyon Creek', 'Bowman Lake']",main,70038402_531,39.2831,-120.6643,Stream discharge,,,,,UNPARSED,,True
70038402,531,39.2643,-120.7066,39.2643,-120.7066,"Georgetown, CA","['[Unknown]', '[Unknown]', '[Unknown]']",Canyon Creek near Georgetown,Placer County,Placer County,,,,Stream Discharge,"['Canyon Creek', 'Georgetown']",main,70038402_531,39.2643,-120.7066,Stream discharge,,,,,UNPARSED,,True
70038402,531,38.9353,-119.6985,38.9353,-119.6985,"Garden Valley, CA (near Nevada border)","['[Unknown]', '[Unknown]', '[Unknown]']","Carson River, East Fork, below Markleeville, near Gardenerville, Nev.",El Dorado County,El Dorado County,,,,Stream Discharge,"['Carson River', 'East Fork', 'Markleeville']",main,70038402_531,38.9353,-119.6985,Stream discharge,,,,,UNPARSED,,True
70038402,531,38.9365,-119.696,38.9365,-119.696,"Woodford, CA","['[Unknown]', '[Unknown]', '[Unknown]']","Carson River, West Fork, at Woodfords",El Dorado County,El Dorado County,,,,Stream Discharge,"['Carson River', 'West Fork']",main,70038402_531,38.9365,-119.696,Stream discharge,,,,,UNPARSED,,True
70038402,531,38.6551,-121.2906,38.6551,-121.2906,"Mather, CA","['[Unknown]', '[Unknown]', '[Unknown]']","Cherry Creek, below Dion R. Holm powerhouse, near Mather",Sacramento County,Sacramento County,,,,Stream Discharge,"['Cherry Creek', 'Dion R. Holm powerhouse']",main,70038402_531,38.6551,-121.2906,Stream discharge,,,,,UNPARSED,,True
70038402,531,37.75,-119.5667,37.75,-119.5667,"Hetch Hetchy, CA","['[Unknown]', '[Unknown]', '[Unknown]']","Cherry Creek below Cherry Valley Dam, near Hetch Hetchy",Mariposa County,Mariposa County,,,,Stream Discharge,"['Cherry Creek', 'Cherry Valley Dam']",main,70038402_531,37.75,-119.5667,Stream discharge,,,,,UNPARSED,,True
56417,378,,,39.505278,-121.684333,"Near Oroville, California","['T.19 N., R.3 E., SW4NW1/s sec. 18']",WESTERN CANAL AT INTAKE,Butte County,,10/01/1967-Current,Daily,"{'Discharge': 'Cubic feet per second (ft³/s)', 'Volume': 'Acre-feet (acre-ft) and hectometric cubic meters (hm³)'}",Stream Discharge,"['Western Canal', 'Intake', 'Thermalito Afterbay Dam', 'Irrigation']",main,56417_378,39.505278,-121.684333,Stream discharge,,1967,,[1967],OPEN_ENDED_IGNORED,,True
56412,337,,,40.014167,-121.947222,"40°00'51"", long 121°56'50""","['NW1NE1 sec 23, T.25 N., R.1 W.']",DEER CREEK NEAR VINA,Tehama County,,"10/01/1911-12/31/1937, 01/01/1939-current",Daily,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}",Stream Discharge,"['stream discharge', 'cfs', 'monthly discharge', 'peak discharge']",main,56412_337,40.014167,-121.947222,Stream discharge,,1911,,"[1911, 1912, 1937, 1939]",OPEN_ENDED_IGNORED,,True
57548,148,,,36.0425,-118.8566667,"NW&SW1 sec. 4, T.22 S., R.29 E., Tulare County, on left bank 0.5 mi (0.8 km) upstream from Crew Creek, 4 mi (6 km) southeast of Success, and 5 mi (8 km) upstream from mouth.","['T.22 S., R.29 E., sec. 4']",South Fork Tule River Near Success,Tulare County,Tulare County,"06/1930-12/1954, 01/1956-present",Monthly,"{'Discharge': 'cubic feet per second, cubic meters per second, acre-feet/year, cubic meters/year', 'Gage Height': 'feet, meters'}",Stream Discharge,"['discharge', 'streamflow', 'gage height', 'annual discharge']",main,57548_148,36.0425,-118.8566667,Stream discharge,,1930,,"[1930, 1954, 1956]",OPEN_ENDED_IGNORED,,True
22945,33,,,,,Not Provided,[],USGS Observation,Not Provided,Not Available,"11/10 - 4J1, 26F1, 36A1, 36B1, 36HI, 12/8",Unknown,"['feet', 'gpm']",Groundwater,"['Water level', 'Altitude', 'Measuring point', 'Well']",main,22945_33,,,Groundwater,,,,,UNPARSED,no_year_<=1980_found,True
56461,320,39.0,-120.9,,,Northern California,[],Unknown,,"Placer County, California",02/08/1982-04/09/1982,15 minutes to 30 minutes,"{'Column1': 'Unknown', 'Time': 'HHMM', 'Column3': 'Depth (ft)', 'Column4': 'Temperature (°F)', 'Column5': 'Unknown', 'Column6': 'Unknown', 'Column7': 'Flow Rate (cfs)'}",Stream Discharge,"['Depth', 'Temperature', 'Flow Rate']",main,56461_320,39.0,-120.9,Stream discharge,,,,,UNPARSED,no_year_<=1980_found,True
1217,4,33.75,-117.8,,,General location in Southern California,[],Unconsolidated deposits,,Orange County,,,,Groundwater,"['ground water', 'occurrence of ground water']",main,1217_4,33.75,-117.8,Groundwater,,,,,UNPARSED,,True
1217,4,39.25,-120.5,,,Sierra Nevada region,[],Alluvium from the Sierra Nevada,,Sierra County,,,,Groundwater,"['alluvium', 'Sierra Nevada']",main,1217_4,39.25,-120.5,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Tranquillon Mountain Spring,,Santa Barbara,,,,Springs,['Tranquillon Mountain Spring'],main,53590_40,34.8288,-120.5883,Springs,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Coast Guard Life Boat Station well,,Santa Barbara,,,,Groundwater,['Coast Guard Life Boat Station well'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Red Tank Spring well,,Santa Barbara,,,,Springs,['Red Tank Spring well'],main,53590_40,34.8288,-120.5883,Springs,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 3,,Santa Barbara,,,,Groundwater,['Supply well 3'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 10,,Santa Barbara,,,,Groundwater,['Supply well 10'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],FCI irrigation Cooke 47,,Santa Barbara,,,,Irrigation,['FCI irrigation Cooke 47'],main,53590_40,34.8288,-120.5883,Irrigation,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 12,,Santa Barbara,,,,Groundwater,['Supply well 12'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Test well 8,,Santa Barbara,,,,Groundwater,['Test well 8'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Test well 11,,Santa Barbara,,,,Groundwater,['Test well 11'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 5,,Santa Barbara,,,,Groundwater,['Supply well 5'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 5A,,Santa Barbara,,,,Groundwater,['Supply well 5A'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 6,,Santa Barbara,,,,Groundwater,['Supply well 6'],main,53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True
