id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,data_source,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review
sb3,51,34.6788,-120.0539,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']","J7 USGS, Denholm Seed Co.",,Santa Barbara County,12/57-1947 to 07/50-1947,Annual,"{'Depth': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'USGS, Denholm Seed Co.', 'Ob']",additional,sb3_51,34.6788,-120.0539,,Observation Well,1947,1947,[1947],SINGLE_YEAR,,False
sb3,77,34.6791,-120.443,,,"about 1.4 miles northeast of Lompoc, California","['27U', 'F4']",Unknown Source,Santa Barbara County,Santa Barbara County,Jul-34,,,,[],additional,sb3_77,34.6791,-120.443,,MISSING,,,,UNPARSED,no_year_<=1980_found,True
sb3,77,34.6529,-120.1701,,,"about 1.5 miles north of Santa Ynez, California","['6A', 'I']",Unknown Source,Santa Barbara County,Santa Barbara County,30-Jun,,,,[],additional,sb3_77,34.6529,-120.1701,,MISSING,,,,UNPARSED,no_year_<=1980_found,True
sb3,77,34.4413,-119.8487,,,"about 0.6 miles south of Goleta, California","['17H', '11', '17R2']",Unknown Source,Santa Barbara County,Santa Barbara County,28-Apr,,,,[],additional,sb3_77,34.4413,-119.8487,,MISSING,,,,UNPARSED,no_year_<=1980_found,True
sb3,77,34.4415,-119.8238,,,"about 1.3 miles northeast of Goleta, California","['9A', '3']",Unknown Source,Santa Barbara County,Santa Barbara County,28-Apr,,,,[],additional,sb3_77,34.4415,-119.8238,,MISSING,,,,UNPARSED,no_year_<=1980_found,True
sb3,77,34.442,-119.6004,,,"about 1.8 miles east of Carpinteria, California","['27', '02']",Unknown Source,Santa Barbara County,Santa Barbara County,25-Apr,,,,[],additional,sb3_77,34.442,-119.6004,,MISSING,,,,UNPARSED,no_year_<=1980_found,True
sb,29,34.4369,-119.5644,,,,[],E. R. Dickover,Carpinteria,Carpinteria,03/45-1941 to 09/51-1941,Annual,feet,Domestic,"['Depth', 'Altitude']",additional,sb_29,34.4369,-119.5644,,Domestic,1941,1941,[1941],SINGLE_YEAR,,False
sb,49,34.75,-120.25,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",33E1 M. Balaam Well,,Santa Barbara County,12-50/1949 to 04-55/1955,"Unknown interval, measurements span several years","{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Unconfined Aquifer,"['Well', 'Unconfined']",additional,sb_49,34.75,-120.25,,Unconfined Aquifer,1949,1955,"[1949, 1955]",EXACT_RANGE,,False
sb,49,34.75,-120.25,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",34H1 Johns-Manville Corp. Well,,Santa Barbara County,05-41/1941 to 07-51/1951,"Unknown interval, measurements span several years","{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Unconfined Aquifer,"['Well', 'Unconfined']",additional,sb_49,34.75,-120.25,,Unconfined Aquifer,1941,1951,"[1941, 1951]",EXACT_RANGE,,False
sb,49,34.75,-120.25,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",35F2 Valla Bros. Well,,Santa Barbara County,03-41/1930 to 11-51/1951,"Unknown interval, measurements span several years","{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Unconfined Aquifer,"['Well', 'Unconfined']",additional,sb_49,34.75,-120.25,,Unconfined Aquifer,1930,1951,"[1930, 1951]",EXACT_RANGE,,False
sb,49,34.75,-120.25,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",P1 W. P. & N. L. Robinson Well,,Santa Barbara County,03-41/1931 to 03-48/1948,"Unknown interval, measurements span several years","{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Unconfined Aquifer,"['Well', 'Unconfined']",additional,sb_49,34.75,-120.25,,Unconfined Aquifer,1931,1948,"[1931, 1948]",EXACT_RANGE,,False
sb,49,34.75,-120.2,,,"T. 7 N., R. 35 W.","['T. 7 N., R. 35 W.']",20J1 Dept. of the Army Well,,Santa Barbara County,03-58/1930 to 07-30/1930,"Unknown interval, measurements span several years","{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'feet'}",Unconfined Aquifer,"['Well', 'Unconfined']",additional,sb_49,34.75,-120.2,,Unconfined Aquifer,1930,1930,[1930],SINGLE_YEAR,,False
sb4,43,,,34.4694,-119.8921,"Lat. 34°28'10"", long. 119°53'30""",[],SILWOOD DAIRIES,,California,"Aug. 16, 1948-Mar. 30, 1949","Variable (specific times recorded on Feb. 17, Mar. 16, Mar. 30, Apr. 26)","['Second-feet', 'Gals. per min.']",Diversion,"['Wood-curbed seep', 'Discharge measured at inflow to selling box']",additional,sb4_43,34.4694,-119.8921,,Diversion,1948,1949,"[1948, 1949]",EXACT_RANGE,,False
sb2,44,34.6615,-120.3228,,,"Santa Ynez River Valley, Section 9 of Township 7 North Range 34 West",['7N 34W'],"USGS, Union Oil Co. Well 9H3",Santa Barbara County,Santa Barbara County,10/48-1948 to 08/56-1956,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'Observation']",additional,sb2_44,34.6615,-120.3228,,Observation Well,1948,1956,"[1948, 1956]",EXACT_RANGE,,False
sb2,44,34.6615,-120.3228,,,"Santa Ynez River Valley, Section 9 of Township 7 North Range 34 West",['7N 34W'],"USGS, Dept. of the Army Well 21E1",Santa Barbara County,Santa Barbara County,04/49-1948 to 08/51-1951,Annual,"{'Depth': 'feet', 'Altitude': 'feet', 'Water Level': 'feet'}",Observation Well,"['Well', 'Observation']",additional,sb2_44,34.6615,-120.3228,,Observation Well,1948,1951,"[1948, 1951]",EXACT_RANGE,,False
sb2,46,,,,,,,,,,,,,,,additional,sb2_46,,,,MISSING,,,,UNPARSED,,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",P1 W. P. & N. L. Robinson Well,,Santa Barbara County,03/41-03/48,Yearly,feet,Unspecified Use,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Unspecified Use,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",Dept. of the Army Well 20J1,,Santa Barbara County,03/58-07/30,Yearly,feet,Unspecified Use,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Unspecified Use,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",Union Sugar Co. Well E4 USGS,,Santa Barbara County,03/52-07/48,Yearly,feet,Observation,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Observation,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",Union Sugar Co. Well J3 USGS,,Santa Barbara County,04/58-10/51,Yearly,feet,Observation,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Observation,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",Tom M. Parks Well 24J1,,Santa Barbara County,05/41-04/48,Yearly,feet,Unspecified Use,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Unspecified Use,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",A. B. Henning Well K4,,Santa Barbara County,03/54-07/58,Yearly,feet,Drying up,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Drying up,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",Union Sugar Co. Well F6 USGS,,Santa Barbara County,05/46-11/51,Yearly,feet,Observation,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Observation,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",Union Sugar Co. Well F3 USGS,,Santa Barbara County,04/58-07/49,Yearly,feet,Observation,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Observation,,,,UNPARSED,no_year_<=1980_found,True
sb2,52,34.666667,-120.166667,,,"T. 7 N., R. 34 W.","['T. 7 N., R. 34 W.']",County Nat'l Bank & Trust Well 27C3,,Santa Barbara County,04/41-06/39,Yearly,feet,Unspecified Use,"['Well', 'Depth']",additional,sb2_52,34.666667,-120.166667,,Unspecified Use,,,,UNPARSED,no_year_<=1980_found,True
sb7,46,34.9333,-120.1333,,,29D3,[],"USGS, Rancho Juan y Lolita",,Santa Barbara County,04/09/1962-09/57/1957,yearly,feet,Observation Well,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Observation Well,1957,1962,"[1957, 1962]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,El,[],Rancho Juan y Lolita,,Santa Barbara County,03/30/1941-05/51/1951,yearly,feet,Unknown Use,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Unknown Use,1941,1951,"[1941, 1951]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,2K1,[],San de la Cuesta,,Santa Barbara County,01/17/1942-09/57/1957,yearly,feet,Unknown Use,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Unknown Use,1942,1957,"[1942, 1957]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,13D1,[],S. Michaelis Well,,Santa Barbara County,03/22/1942-10/61/1961,yearly,feet,Domestic Use,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Domestic Use,1942,1961,"[1942, 1961]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,16N2,[],H. G. Petersen Well,,Santa Barbara County,05/16/1941-11/61/1961,yearly,feet,Domestic Use,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Domestic Use,1941,1961,"[1941, 1961]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,17F1,[],John R. Orton Well,,Santa Barbara County,04/33/1931-12/61/1961,yearly,feet,Domestic Use,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Domestic Use,1931,1961,"[1931, 1961]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,2Q1,[],Wallace Dine Well,,Santa Barbara County,04/14/1952-11/61/1961,yearly,feet,Unknown Use,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Unknown Use,1952,1961,"[1952, 1961]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,11G3,[],"USGS, W. H. Mercer",,Santa Barbara County,02/09/1962-09/61/1961,yearly,feet,Observation Well,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Observation Well,1961,1962,"[1961, 1962]",EXACT_RANGE,,False
sb7,46,34.9333,-120.1333,,,N1,[],Doty and Mercer,,Santa Barbara County,04/16/1932-12/61/1961,yearly,feet,Domestic Use,"['Well', 'Depth', 'Use', 'Year', 'Highest water level', 'Lowest water level']",additional,sb7_46,34.9333,-120.1333,,Domestic Use,1932,1961,"[1932, 1961]",EXACT_RANGE,,False
sb7,70,34.9533,-120.4358,,,"T. 10 N., R. 33 W.","['T. 10 N., R. 33 W.']",Well 33H1,Santa Barbara,Santa Barbara,01/47-11/61,Yearly,"{'Depth': 'feet', 'Altitude': 'feet'}",Domestic and Stock,"['Dm', 'S']",additional,sb7_70,34.9533,-120.4358,,Domestic and Stock,,,,UNPARSED,no_year_<=1980_found,True
sb7,70,34.9533,-120.4358,,,"T. 10 N., R. 34 W.","['T. 10 N., R. 34 W.']",Well 9L2,Santa Barbara,Santa Barbara,03/48-10/61,Yearly,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'gallons'}",Unknown,['Un'],additional,sb7_70,34.9533,-120.4358,,Unknown,,,,UNPARSED,no_year_<=1980_found,True
sb7,70,34.9533,-120.4358,,,"T. 10 N., R. 34 W.","['T. 10 N., R. 34 W.']",Well 14E2,Santa Barbara,Santa Barbara,01/42-07/62,Yearly,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'gallons'}",Unknown,['Un'],additional,sb7_70,34.9533,-120.4358,,Unknown,,,,UNPARSED,no_year_<=1980_found,True
sb7,70,34.9533,-120.4358,,,"T. 10 N., R. 34 W.","['T. 10 N., R. 34 W.']",Well 27L1,Santa Barbara,Santa Barbara,02/61-08/61,Yearly,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'gallons'}",Public Supply,['Ps'],additional,sb7_70,34.9533,-120.4358,,Public Supply,,,,UNPARSED,no_year_<=1980_found,True
sb7,70,34.9533,-120.4358,,,"T. 10 N., R. 34 W.","['T. 10 N., R. 34 W.']",Well 34E2,Santa Barbara,Santa Barbara,02/61-06/62,Yearly,"{'Depth': 'feet', 'Altitude': 'feet', 'Water_Level': 'gallons'}",Public Supply,['Ps'],additional,sb7_70,34.9533,-120.4358,,Public Supply,,,,UNPARSED,no_year_<=1980_found,True
sb7,70,34.9533,-120.4358,,,"T. 10 N., R. 35 W.","['T. 10 N., R. 35 W.']",Well G3,Santa Barbara,Santa Barbara,02/44-09/61,Yearly,"{'Depth': 'feet', 'Altitude': 'feet'}",Unknown,['Un'],additional,sb7_70,34.9533,-120.4358,,Unknown,,,,UNPARSED,no_year_<=1980_found,True
sb6,65,34.953,-120.442,,,"T. 10 N., R. 34 W.","['T. 10 N., R. 34 W.']",City of Santa Maria Well 1,Santa Barbara County,Santa Barbara County,02/61-1961,Monthly,"{'Depth': 'feet', 'Water_Level': 'feet'}",Pump Station,"['Well', 'Ps']",additional,sb6_65,34.953,-120.442,,Pump Station,1961,1961,[1961],SINGLE_YEAR,,False
sb6,65,34.953,-120.442,,,"T. 10 N., R. 34 W.","['T. 10 N., R. 34 W.']",City of Santa Maria Well 2,Santa Barbara County,Santa Barbara County,02/61-1961,Monthly,"{'Depth': 'feet', 'Water_Level': 'feet'}",Pump Station,"['Well', 'Ps']",additional,sb6_65,34.953,-120.442,,Pump Station,1961,1961,[1961],SINGLE_YEAR,,False
sb1,69,34.6346,-120.0518,,,Santa Ynez,[],Mrs. W. Anderson Well,,Santa Barbara County,03/03/1944-12/29/1953,Varies (Specific dates provided),"feet below land-surface datum (lsd), 'Dry' for lowest point",Public Supply,"['public supply water-table well', 'terrace deposits']",additional,sb1_69,34.6346,-120.0518,,Public Supply,1944,1953,"[1944, 1953]",EXACT_RANGE,,False
sb1,187,34.9532,-120.4527,,,Near Santa Maria,[],L. O. Fox,Santa Barbara County,Santa Barbara County,"1930, 1942, 1947-1954","Varies (specific dates in 1930, 1942, 1947-1954)",feet below land-surface datum (lsd),Domestic and Stock,"['domestic and stock water-table well', 'alluvium', 'drilled', 'well']",additional,sb1_187,34.9532,-120.4527,,Domestic and Stock,1930,1954,"[1930, 1942, 1947, 1954]",MULTI_YEARS_OR_RANGES,,False
