URL,Publication ID,Index ID,Publication type,Publication Subtype,Display title,Title,Series title,Series number,Subseries,Chapter,Sub-chapter,ISSN (online),ISSN (print),ISBN,DOI,Edition,Volume,Issue,Year Published,No Year Published,Language,Publisher,Publisher location,Contributing office(s),Description,Larger Work Type,Larger Work Subtype,Larger Work Title,First page,Last page,Number of Pages,Public Comments,Time Range Start,Time Range End,Conference Title,Conference Location,Conference Date,Country,State,County,City,Other Geospatial,Datum,Projection,Scale,Online Only (Y/N),Additional Online Files(Y/N),Author(s),Editor(s),Compiler(s),Number of Links,ScienceBase URI,CHORUS DOI,CHORUS URL,CHORUS Publisher,CHORUS Authors,CHORUS Journal Name,CHORUS Publication Date,CHORUS Audited On,CHORUS Publicly Accessible Date
https://pubs.usgs.gov/publication/70046945,70046945,70046945,Report,Other Government Series,,"A test of flushing procedures to control salt-water intrusion at the W. P. Franklin Dam near Ft. Myers, Florida and The magnitude and extent of salt-water contamination in the Caloosahatchee River between La Belle and Olga, Florida",Information Circular,62,,,,,,,,,,,1970,false,English,Florida Geological Survey,"Tallahassee, FL",,"iv, 39 p.",,,,,,47,,,,,,,United States,Florida,,,,,,,,,"Boggess, Durward H.",,,1,51dd30e5e4b0f72b44719c44,,,,,,,,
https://pubs.usgs.gov/publication/70047882,70047882,70047882,Report,State or Local Government Series,,Statistical summaries of New Jersey streamflow records,New Jersey Division of Water Policy and Supply Water Resources Circular,23,,,,,,,,,,,1970,false,English,New Jersey Department of Environmental Protection,"Trenton, NJ",,"iii, 264 p.",,,,,,271,,,,,,,United States,New Jersey,,,,,,,,,"Laskowski, Stanley L.",,,1,521f1bede4b0f8bf2b07617b,,,,,,,,
https://pubs.usgs.gov/publication/70047532,70047532,70047532,Report,State or Local Government Series,,Water in Maryland: a review of the Free State's liquid assets,Educational Series,2,,,,,,,,,,,1970,false,English,Maryland Geological Survey,"Baltimore, MD",,"iii, 52 p.",,,,,,,,,,,,,United States,Maryl,,,,,,,,,"Walker, Patrick N.",,,0,5204bdf1e4b0403aa6262aa3,,,,,,,,
https://pubs.usgs.gov/publication/70047898,70047898,70047898,Article,Journal Article,,"Temperature and water-quality conditions of the Patuxent River estuary, Maryland, January 1966 through December 1967",Chesapeake Science,,,,,,,,10.2307/1351095,,11,4,1970,false,English,Springer,,,11 p.,Article,Journal Article,Chesapeake Science,199,209,,,,,,,,United States,Maryl,,,Patuxent River,,,,,,"Cory, Robert L.; Nauman, Jon W.",,,1,52206d67e4b0645fc25e8c73,,,,,,,,
https://pubs.usgs.gov/publication/70047894,70047894,70047894,Report,State or Local Government Series,,"Hydrogeologic data for the Lower Arkansas River Valley, Colorado",Ground Water Basic Data Report,21,,,,,,,,,,,1970,false,English,Colorado Water Conservation Board,"Denver, Colorado",,125 p.,,,,,,,,,,,,,United States,Colorado,,,,,,,,,"Major, Thomas J.; Hurr, R. Theodore; Moore, John Ezra",,,0,52206d64e4b0645fc25e8c49,,,,,,,,
https://pubs.usgs.gov/publication/70046299,70046299,70046299,Report,Other Government Series,,A proposed streamflow data program for Pennsylvania,Technical Bulletin,3,,,,,,,,,,,1970,false,English,Pennsylvania Department of Forests and Waters,"Harrisburg, PA",,"vi, 56, A-11 p.; Map: 1 Sheet",,,,,,,,,,,,,United States,Pennsylvania,,,,,,,,,"Page, Leland Vernon",,,0,51b05de0e4b030b5198011a9,,,,,,,,
https://pubs.usgs.gov/publication/70046747,70046747,70046747,Report,Other Government Series,,"Geology of the Furnace Creek borate area, Death Valley, Inyo County, California",Map Sheet,14,,,,,,,,,,,1970,false,English,California Division of Mines and Geology,,,Map: 1 Sheet,,,,,,,,,,,,,United States,California,Inyo County,,Death Valley,,,24000,,,"McAllister, James F.",,,1,51d2a4eae4b0ca1848338a52,,,,,,,,
https://pubs.usgs.gov/publication/70046304,70046304,70046304,Report,Other Government Series,,Geology and ground water resources of Grand Forks County,Bulletin,53,,,,,,,,,,,1970,false,English,North Dakota Geological Survey,"Grand Forks, ND",Dakota Water Science Center; North Dakota Water Science Center,3 Parts: Variously Paginated; Maps,,,,,,,,,,,,,United States,North Dakota,Grand Forks County,,,,,,,,"Hansen, Dan E.; Kume, Jack; Kelly, T. E.; Paulson, Q.F.",,,6,51b1bbd0e4b022a6a540f9bb,,,,,,,,
https://pubs.usgs.gov/publication/70046314,70046314,70046314,Report,Other Government Series,,"Geology and ground water resources, Williams County, North Dakota",North Dakota Geological Survey Bulletin,48,,,,,,,,,,,1970,false,English,North Dakota Geological Survey,"Grand Forks, ND",Dakota Water Science Center; North Dakota Water Science Center,3 Parts: Variously Paginated; Maps,,,,,,,,,,,,,United States,North Dakota,Williams County,,,,,,,,"Freers, Theodore F.; Armstrong, C. A.",,,7,51b1bbd1e4b022a6a540f9c7,,,,,,,,
https://pubs.usgs.gov/publication/70046313,70046313,70046313,Report,Other Government Series,,"Geology and ground water resources of Wells County, North Dakota",Bulletin,51,,,,,,,,,,,1970,false,English,North Dakota Geological Survey,"Grand Forks, ND",Dakota Water Science Center; North Dakota Water Science Center,3 Parts: Variously Paginated; Maps,,,,,,,,,,,,,United States,North Dakota,Wells County,,,,,,,,"Binemie, John P.; Falgle, George A.; Bred, Ronald J.; Reid, John R.; Buturla, Frank Jr.",,,6,51b1bbd1e4b022a6a540f9c3,,,,,,,,
https://pubs.usgs.gov/publication/wdrCA692,70038415,wdrCA692,Report,USGS Numbered Series,,"Water Resources Data for California, 1969; Part 2: Water Quality Records",Water Data Report,CA-69-2,,,,,,,10.3133/wdrCA692,,,,1970,false,English,U.S. Geological Survey,"Reston, VA",,"xi, 378 p.",,,,,,,,1968-10-01,1969-09-30,,,,United States,California,,,,,,,,,,,,1,505bc498e4b08c986b32b744,,,,,,,,
https://pubs.usgs.gov/publication/wdrCA6912,70038414,wdrCA6912,Report,USGS Numbered Series,,"Water Resources Data for California, 1969; Part 1: Surface Water Records; Volume 2: Northern Great Basin and Central Valley",Water Data Report,CA-69-1-2,,,,,,,10.3133/wdrCA6912,,,,1970,false,English,U.S. Geological Survey,"Reston, VA",,"xv, 530 p.",,,,501,1031,,,1968-10-01,1969-09-30,,,,United States,California,,,Northern Great Basin;Central Valley,,,,,,,,,1,505bc498e4b08c986b32b73e,,,,,,,,
https://pubs.usgs.gov/publication/wdrCA6911,70038413,wdrCA6911,Report,USGS Numbered Series,,"Water Resources Data for California, 1969; Part 1: Surface Water Records; Volume 1: Colorado River Basin, Southern Great Basin, and Pacific Slope Basins excluding Central Valley",Water Data Report,CA-69-1-1,,,,,,,10.3133/wdrCA6911,,,,1970,false,English,U.S. Geological Survey,"Reston, VA",,"xv, 500 p.",,,,,,,,1968-10-01,1969-09-30,,,,United States,California,,,Colorado River Basin;Southern Great Basin;Pacific Slope Basins,,,,,,,,,1,505bc497e4b08c986b32b738,,,,,,,,
https://pubs.usgs.gov/publication/wdrCA683,70038406,wdrCA683,Report,USGS Numbered Series,,"Water Resources Data for California, 1966, 1967, 1968; Part 3: Ground Water Records",Water Data Report,CA-68-3,,,,,,,10.3133/wdrCA683,,,,1970,false,English,U.S. Geological Survey,"Reston, VA",,"v, 271 p.",,,,,,,,1966-01-01,1968-12-31,,,,United States,California,,,,,,,,,,,,1,505bc491e4b08c986b32b705,,,,,,,,
https://pubs.usgs.gov/publication/wdrCA682,70038405,wdrCA682,Report,USGS Numbered Series,,"Water Resources Data for California, 1968; Part 2: Water Quality Records",Water Data Report,CA-68-2,,,,,,,10.3133/wdrCA682,,,,1970,false,English,U.S. Geological Survey,"Reston, VA",,"xi, 416 p.",,,,,,,,1967-10-01,1968-09-30,,,,United States,California,,,,,,,,,,,,1,505bc496e4b08c986b32b732,,,,,,,,
https://pubs.usgs.gov/publication/70038251,70038251,70038251,Report,State or Local Government Series,,"Hydrogeologic data for the Upper Housatonic River basin, Connecticut",Connecticut Water Resources Bulletin,22,,,,,,,,,,,1970,false,English,Connecticut Water Resources Commission,,,Report: 33 p.; 3 Plates: 31.47 x 38.64 inches and smaller,,,,,,37,,,,,,,United States,Connecticut,,,Housatonic River Basin,,,48000,,,"Melvin, Robert L.",,,4,505a33b4e4b0c8380cd5f1c9,,,,,,,,
https://pubs.usgs.gov/publication/70038247,70038247,70038247,Report,State or Local Government Series,,"Hydrogeologic data for the lower Housatonic River basin, Connecticut",Connecticut Water Resources Bulletin,20,,,,,,,,,,,1970,false,English,Connecticut Water Resources Commission,,,Report: 50 p.; 3 Plates: 28.80 x 46.56 inches and smaller,,,,,,55,,,,,,,United States,Connecticut,,,Housatonic River Basin,,,48000,,,"Grossman, I.G.; Wilson, William E.",,,4,505a33b6e4b0c8380cd5f1dc,,,,,,,,
https://pubs.usgs.gov/publication/70038238,70038238,70038238,Report,State or Local Government Series,,Water resources inventory of Connecticut Part 4: Southwestern coastal river basins,Connecticut Water Resources Bulletin,17,,,,,,,,,,,1970,false,English,Connecticut Water Resources Commission,,,"ix, 49 p.; Abbreviations; Glossary; Plate A: 24.57 x 23.68 inches; Plate B: 24.20 x 22.86 inches; Plate C: 24.20 x 24.05 inches",,,,,,,,,,,,,United States,Connecticut,,,Southwestern Coastal River Basins,,,48000,,Y,"Ryder, Robert B.; Cervione, Michael A. Jr.; Thomas, Chester E. Jr.; Thomas, Mendall P.",,,4,505bcb7ae4b08c986b32d68d,,,,,,,,
https://pubs.usgs.gov/publication/70006934,70006934,70006934,Article,Journal Article,,The effect of anesthetization and urinary bladder catheterization on renal function of rainbow trout,Comparative Biochemistry and Physiology,,,,,,,,10.1016/0010-406X(70)90029-0,,33,4,1970,false,English,Elsevier,,Upper Midwest Environmental Sciences Center,8 p.,,,,805,812,,,,,,,,,,,,,,,,,,"Hunn, J. B.; Willford, W. A.",,,0,505bab14e4b08c986b322bde,,,,,,,,
https://pubs.usgs.gov/publication/70039100,70039100,70039100,Report,Other Government Series,,"Base-flow study of Suamico River basin, Oconto, Brown, Shawano and Outagamie counties, Wisconsin",Report,,,,,,,,,,,,1970,false,English,Wisconsin Department of Natural Resources,"Madison, WI",,7 p.; 1 Plate: 56 x 29 cm.,,,,,,,,,,,,,United States,Wisconsin,,Brown;Oconto;Outagamie;Shawano,Suamico River,,,62500,,,"Devaul, Robert W.",,,2,5059efd3e4b0c8380cd4a486,,,,,,,,
https://pubs.usgs.gov/publication/70039099,70039099,70039099,Report,Other Government Series,,"Base-flow study of Little Suamico River basin Oconto, Brown and Shawano counties, Wisconsin",Report,,,,,,,,,,,,1970,false,English,Wisconsin Department of Natural Resources,"Madison, WI",,7 p.; 1 Plate: 54 x 29 cm.,,,,,,,,,,,,,United States,Wisconsin,Brown;Oconto;Shawano,,Little Suamico River;Tibbet Creek,,,62500,,,"Devaul, Robert W.",,,2,5059efd3e4b0c8380cd4a483,,,,,,,,
https://pubs.usgs.gov/publication/70039097,70039097,70039097,Report,Other Government Series,,"Base-flow study of East River basin Brown and Calumet counties, Wisconsin",Report,,,,,,,,,,,,1970,false,English,Wisconsin Department of Natural Resources,"Madison, WI",,7 p.; 1 Plate: 59 x62 cm.,,,,,,,,,,,,,United States,Wisconsin,Brown;Outagamie,,Baird Creek;Bower Creek;East River,,,62500,,,"Devaul, Robert W.",,,2,5059efd3e4b0c8380cd4a480,,,,,,,,
https://pubs.usgs.gov/publication/70039096,70039096,70039096,Report,Other Government Series,,"Base-flow study of Duck Creek basin Brown and Outagamie counties, Wisconsin",Report,,,,,,,,,,,,1970,false,English,Wisconsin Department of Natural Resources,"Madison, WI",,15 p. : map,,,,,,,,,,,,,United States,Wisconsin,Brown;Outagamie,,Beaver Dam Creek;Duck Creek;Trout Creek,,,62500,,,"Devaul, Robert W.",,,1,5059efd3e4b0c8380cd4a47d,,,,,,,,
https://pubs.usgs.gov/publication/wdrNM691,70046327,wdrNM691,Report,USGS Numbered Series,,"Water resources data for New Mexico, water year 1969; Part 1. Surface water records",Water Data Report,NM-69-1,,,,,,,10.3133/wdrNM691,,,,1970,false,English,U.S. Geological Survey,"Santa Fe, NM",,268 p.,,,,,,,,,,,,,United States,New Mexico,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,1,51b300eae4b01368e589e424,,,,,,,,
https://pubs.usgs.gov/publication/70040710,70040710,70040710,Report,Other Government Series,,"Ground-water resources in the eastern Oswego River basin, New York",Basin Planning Report,ORB-2,,,,,,,,,,,1970,false,English,New York State Water Resources Commission,"Albany, NY",New York Water Science Center,129 p.; 6 Plates,,,,,,,,,,,,,United States,New York,,,,,,,,,"Kantrowitz, I.H.",,,0,50a3ba68e4b0855e233c074a,,,,,,,,
https://pubs.usgs.gov/publication/70040754,70040754,70040754,Report,State or Local Government Series,,"Time-of-travel studies in the Fall Creek basin, Tompkins County, New York, including low-flow characteristics",New York State Department of Environmental Conservation Report of Investigations,RI-11,,,,,,,,,,,1970,false,English,New York State Water Resources Commission,"Albany, NY",New York Water Science Center,21 p.,,,,,,,,,,,,,United States,New York,,,,,,,,,"Dunn, Bernard",,,1,50a61d6be4b0d446a665ca0e,,,,,,,,
https://pubs.usgs.gov/publication/70001561,70001561,70001561,Article,Journal Article,,Water content of basalt erupted on the ocean floor,Contributions to Mineralogy and Petrology,,,,,,,,10.1007/BF00388949,,28,4,1970,false,English,Springer,,,8 p.,,,,272,279,,,,,,,,,,,,,,,,,,"Moore, J. G.",,,0,4f4e478ee4b07f02db489f4f,,,,,,,,
https://pubs.usgs.gov/publication/5220524,5220524,5220524,Article,Journal Article,,Serum protein changes in immune and nonimmune pigeons infected with various strains of Trichomonas gallinae,Journal of Wildlife Diseases,,,,,,,,,,6,1,1970,false,English,,,Patuxent Wildlife Research Center,43-47,Article,Journal Article,Journal of Wildlife Diseases,43,47,5,,,,,,,,,,,,,,,,,"Kocan, R. M.; Herman, C. M.",,,1,4f4e49fce4b07f02db5f5937,,,,,,,,
https://pubs.usgs.gov/publication/5221158,5221158,5221158,Article,Journal Article,,"Seventieth Christmas bird count. 286.  Little Creek, Va",Audubon Field Notes,,,,,,,,,,24,2,1970,false,English,,,Patuxent Wildlife Research Center,216-217,Article,Journal Article,Audubon Field Notes,216,217,2,,,,,,,,,,,,,,,,,"Sykes, P.W. Jr.",,,0,4f4e49fce4b07f02db5f50a3,,,,,,,,
https://pubs.usgs.gov/publication/5220178,5220178,5220178,Article,Journal Article,,Spring record of the yellow-headed blackbird in Maryland,Maryland Birdlife,,,,,,,,,,26,3,1970,false,English,,,Patuxent Wildlife Research Center,95,Article,Journal Article,Maryland Birdlife,95,,95,,,,,,,,,,,,,,,,,"Sharp, B.",,,0,4f4e49e2e4b07f02db5e4bf0,,,,,,,,
https://pubs.usgs.gov/publication/5220470,5220470,5220470,Article,Journal Article,,An outbreak of fowl cholera in waterfowl on the Chesapeake Bay,Journal of Wildlife Diseases,,,,,,,,,,6,4,1970,false,English,,,Patuxent Wildlife Research Center,404-407,Article,Journal Article,Journal of Wildlife Diseases,404,407,4,,,,,,,,,,,,,,,,,"Locke, L. N.; Stotts, V.; Wolfhard, G.",,,1,4f4e48c1e4b07f02db53c4f9,,,,,,,,
https://pubs.usgs.gov/publication/5210074,5210074,5210074,Book chapter,Book Chapter,,Aims and methods of waterfowl research in North America,,30,,,,,,,,,,,1970,false,English,,,Patuxent Wildlife Research Center,,Book,Other Government Series,VIII International Congress of Game Biologists,37,46,,,,,,,,,,,,,,,,,,"Crissey, W.F.",,,0,4f4e4ae3e4b07f02db688efb,,,,,,,,
https://pubs.usgs.gov/publication/wdrMN7012,71005,wdrMN7012,Report,USGS Numbered Series,,"Water resources data for Minnesota, water year 1970, Part 1. Surface water records and Part 2. Water quality records",Water Data Report,MN-70-1-2,,,,,,,10.3133/wdrMN7012,-,,,1970,false,ENGLISH,,,,307 p.,,,,,,,,,,,,,,,,,,,,,,,"Geological Survey, U.S.",,,1,4f4e49fae4b07f02db5f3e99,,,,,,,,
https://pubs.usgs.gov/publication/ofr7010,54138,ofr7010,Report,USGS Numbered Series,,A proposed streamflow data program for Ohio,Open-File Report,70-10,,,,2331-1258,0196-1497,,10.3133/ofr7010,,,,1970,false,English,U.S. Geological Survey,,Ohio Water Science Center,"Report: iv, 62 p.; 2 Figures: 17.79 x 19.50 inches and 16.86 x 18.89 inches",,,,,,68,,,,,,,United States,Ohio,,,,,,,,,"Anttila, Peter W.",,,3,4f4e4b1de4b07f02db6a9acb,,,,,,,,
https://pubs.usgs.gov/publication/wsp1888,2512,wsp1888,Report,USGS Numbered Series,,"Hydrology of the Upper Malad River basin, southeastern Idaho",Water Supply Paper,1888,,,,,,,10.3133/wsp1888,,,,1970,false,English,U.S. Government Printing Office,Washington D.C.,,"v, 89 p.",,,,,,94,,,,,,,United States,Idaho,,,Upper Malad River Basin,,,,,,"Pluhowski, Edward J.",,,1,4f4e4a0ee4b07f02db5fdb62,,,,,,,,
https://pubs.usgs.gov/publication/ofr70-8,54092,ofr70-8,Report,USGS Numbered Series,,"Report on the quality of water from the Hackensack River pilot desalination plant at Jersey City, New Jersey",Open-File Report,70-8,,,,2331-1258,0196-1497,,10.3133/ofr70-8,-,,,1970,false,ENGLISH,,,,307 p.; 3 figs.,,,,,,,,,,,,,,,,,,,,,,,"Anderson, Peter W.; Murphy, John J.",,,1,505aa849e4b0c8380cd8583e,,,,,,,,
https://pubs.usgs.gov/publication/wsp1850C,935,wsp1850C,Report,USGS Numbered Series,,"Floods of November 1965 to January 1966 in the Gila River basin, Arizona and New Mexico, and adjacent basins in Arizona",Water Supply Paper,1850,,C,,,,,10.3133/wsp1850C,-,,,1970,false,ENGLISH,"U.S. Govt. Print. Off.,",,,"iv, 176 p. :illus., chart, maps. ;24 cm.",,,,,,,,,,,,,,,,,,,,,,,"Aldridge, B.N.",,,1,4f4e49d9e4b07f02db5df941,,,,,,,,
https://pubs.usgs.gov/publication/pp655B,5721,pp655B,Report,USGS Numbered Series,,"Precipitation, streamflow, and major floods at selected sites in the Gila River drainage basin above Coolidge Dam, Arizona",Professional Paper,655,,B,,2330-7102,1044-9612,,10.3133/pp655B,-,,,1970,false,ENGLISH,"U.S. Govt. Print. Off.,",,,p. B1-B33,,,,,,,,,,,,,,,,,,,,,,,"Burkham, D. E.",,,1,4f4e4ad0e4b07f02db680b48,,,,,,,,
https://pubs.usgs.gov/publication/wsp1850A,941,wsp1850A,Report,USGS Numbered Series,,Floods of March-May 1965 in the upper Mississippi River basin,Water Supply Paper,1850,,A,,,,,10.3133/wsp1850A,-,,,1970,false,ENGLISH,"U.S. Govt. Print. Off.,",,,"v, 448 p.",,,,,,,,,,,,,,,,,,,,,,,"Anderson, D.B.; Burmeister, I.L.",,,1,4f4e49d9e4b07f02db5dfb54,,,,,,,,
https://pubs.usgs.gov/publication/pp662A,5885,pp662A,Report,USGS Numbered Series,,The hydraulics of overland flow on hillslopes,Professional Paper,662,,A,,2330-7102,1044-9612,,10.3133/pp662A,-,,,1970,false,ENGLISH,"U.S. Govt. Print. Off.,",,,p. A1-A68,,,,,,,,,,,,,,,,,,,,,,,"Emmett, William W.",,,1,4f4e4a86e4b07f02db64d9b4,,,,,,,,
https://pubs.usgs.gov/publication/wsp1798G,954,wsp1798G,Report,USGS Numbered Series,,"Sedimentation in Plum Creek subwatershed no. 4, Shelby County, north-central Kentucky",Water Supply Paper,1798,,G,,,,,10.3133/wsp1798G,-,,,1970,false,ENGLISH,"U.S. G.P.O.,",,,"iv, 54 p. :ill. ;24 cm.",,,,,,,,,,,,,,,,,,,,,,,"Anttila, Peter W.",,,3,4f4e4a0ae4b07f02db5fbc7a,,,,,,,,
https://pubs.usgs.gov/publication/wsp1962,196,wsp1962,Report,USGS Numbered Series,,"Quality of surface waters of the United States, 1965, Parts 3 and 4, Ohio River basin and St. Lawrence River basin",Water Supply Paper,1962,,,,,,,10.3133/wsp1962,-,,,1970,false,ENGLISH,"U.S. Govt. Print. Off.,",,,"xi, 480 p. :ill. ; 23 cm.",,,,,,,,,,,,,,,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,1,4f4e4a8be4b07f02db651a2e,,,,,,,,
https://pubs.usgs.gov/publication/wsp1964,195,wsp1964,Report,USGS Numbered Series,,"Quality of surface waters of the United States, 1965, Parts 7 and 8, lower Mississippi River basin and western Gulf of Mexico basins",Water Supply Paper,1964,,,,,,,10.3133/wsp1964,-,,,1970,false,ENGLISH,"U.S. Govt. Print. Off.,",,,"xiii, 819 p. :ill. ;23 cm.",,,,,,,,,,,,,,,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,1,4f4e4a8be4b07f02db651a39,,,,,,,,
https://pubs.usgs.gov/publication/wsp1899C,1049,wsp1899C,Report,USGS Numbered Series,,"Sediment transport by streams in the Palouse River basin, Washington and Idaho, July 1961-June 1965",Water Supply Paper,1899,,C,,,,,10.3133/wsp1899C,,,,1970,false,English,U.S. Geological Survey,,,"Report: iv, 37 p.; 1 Plate: 26.50 × 24.50 inches",,,,,,,,,,,,,United States,"Idaho, Washington",,,Palouse River basin,,,,,,"Boucher, P. R.",,,3,4f4e49e9e4b07f02db5e94ca,,,,,,,,
https://pubs.usgs.gov/publication/wsp1939B,1090,wsp1939B,Report,USGS Numbered Series,,"Depletion of streamflow by infiltration in the main channels of the Tucson basin, southeastern Arizona",Water Supply Paper,1939,,B,,,,,10.3133/wsp1939B,,,,1970,false,English,U.S. Geological Survey,,,"Report: iv, 36 p.; 1 Plate: 17.00 × 33.00 inches",Report,USGS Numbered Series,Water resources of the Tucson basin,,,,,,,,,,United States,Arizona,,,Tucson basin,,,,,,"Burkham, D. E.",,,3,4f4e4ab1e4b07f02db66ea8f,,,,,,,,
