id,page_number,inferred_latitude,inferred_longitude,actual_latitude,actual_longitude,location,townships_ranges_sections,watersource_name,actual_county,inferred_county,dates_of_recording_raw,temporal_resolution,units_of_measurement,water_type,keyterms,id_page_number,latitude,longitude,water_type_clean,water_type_review,year_start,year_end,years_list,date_parse_status,date_parse_notes,needs_date_review,decade,lat_combined,lon_combined,lat_source_col,lon_source_col,coord_source
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Coast Guard Life Boat Station well,,Santa Barbara,,,,Groundwater,['Coast Guard Life Boat Station well'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Red Tank Spring well,,Santa Barbara,,,,Springs,['Red Tank Spring well'],53590_40,34.8288,-120.5883,Springs,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 3,,Santa Barbara,,,,Groundwater,['Supply well 3'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 10,,Santa Barbara,,,,Groundwater,['Supply well 10'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],FCI irrigation Cooke 47,,Santa Barbara,,,,Irrigation,['FCI irrigation Cooke 47'],53590_40,34.8288,-120.5883,Irrigation,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 12,,Santa Barbara,,,,Groundwater,['Supply well 12'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Test well 8,,Santa Barbara,,,,Groundwater,['Test well 8'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Test well 11,,Santa Barbara,,,,Groundwater,['Test well 11'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 5,,Santa Barbara,,,,Groundwater,['Supply well 5'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 5A,,Santa Barbara,,,,Groundwater,['Supply well 5A'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 6,,Santa Barbara,,,,Groundwater,['Supply well 6'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Supply well 4,,Santa Barbara,,,,Groundwater,['Supply well 4'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],FCI irrigation Cooke 48,,Santa Barbara,,,,Irrigation,['FCI irrigation Cooke 48'],53590_40,34.8288,-120.5883,Irrigation,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],New FCI irrigation well 2,,Santa Barbara,,,,Irrigation,['New FCI irrigation well 2'],53590_40,34.8288,-120.5883,Irrigation,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
53590,40,34.8288,-120.5883,,,"Vandenberg Air Force Base, California",[],Test well 9,,Santa Barbara,,,,Groundwater,['Test well 9'],53590_40,34.8288,-120.5883,Groundwater,,,,,UNPARSED,,True,,34.8288,-120.5883,inferred_latitude,inferred_longitude,inferred
70038413,279,,,34.526111,-119.685556,"34°31'34""N 119°41'08""W, Santa Barbara County, in Los Padras National Forest, on upstream face of Gibraltar Dam, 7 miles north of Santa Barbara",[],SANTA YNEZ RIVER ABOVE GIBRALTAR DAM,Santa Barbara County,,04/1920-09/1969,Monthly,"{'Elevation': 'feet', 'Contents': 'acre-feet', 'Draft': 'acre-feet', 'Spill and release': 'acre-feet', 'Evaporation': 'acre-feet', 'Total inflow': 'acre-feet', 'Rain on reservoir': 'acre-feet', 'Net inflow': 'acre-feet'}",Stream Discharge,"['Gibraltar Reservoir', 'Spill and release', 'Evaporation', 'Net inflow']",70038413_279,34.526111,-119.685556,Stream discharge,,1920,1969,[1920 1969],EXACT_RANGE,,False,1920,34.526111,-119.685556,actual_latitude,actual_longitude,actual
70038392,238,,,34.585,-120.1,"near Santa Ynez, Calif. highway area bridge, 513 sq 0.2 mi. mile below Zanja de in Cota Canada Creek, de los and Pinos 2.2 miles Grant, southwest on downstream of Santa side Ynez, of first Santa pier Barbara (revised) from right",[],Santa Ynez River at Grand Avenue,Santa Barbara,,10/01/1960-09/30/1961,Daily,cubic feet per second,Stream Discharge,"['stream discharge', 'river basin', 'recorded flow measurements']",70038392_238,34.585,-120.1,Stream discharge,,1960,1961,[1960 1961],EXACT_RANGE,,False,1960,34.585,-120.1,actual_latitude,actual_longitude,actual
70038392,238,34.585,-120.1,,,"near Santa Ynez, Calif. (inferred based on nearby watersources)",[],Gibraltar Reservoir and Lake Cachuma,,Santa Barbara,10/01/1960-09/30/1961,Twice a month,cubic feet per second,Reservoir,"['reservoir', 'discharge measurements', 'cities water supply']",70038392_238,34.585,-120.1,Reservoir,,1960,1961,[1960 1961],EXACT_RANGE,,False,1960,34.585,-120.1,inferred_latitude,inferred_longitude,inferred
2060,112,34.425,-119.818,,,"About 1.6 miles nearly east-northeast of Goleta, 0.4 mile north of Southern Pacific Railroad, 200 yards east of Patterson Avenue",[],Pinkham,Santa Barbara County,,04/07/1941-06/27/1941,Variable (approx. weekly),feet below land-surface datum,Groundwater,"['well', 'measuring point', 'land-surface datum']",2060_112,34.425,-119.818,Groundwater,,1941,1941,[1941],SINGLE_YEAR,,False,1940,34.425,-119.818,inferred_latitude,inferred_longitude,inferred
2060,112,34.425,-119.82,,,"About 1.4 miles nearly east-northeast of Goleta, 500 yards north of Southern Pacific Railroad, 130 feet west of Patterson Avenue, 50 feet south of farm-access road",[],"Quinton, Code, and Hill-Leeds and Barnard well 131",Santa Barbara County,,"1931-06/26, 1933, 1938, 1941-05/31",Variable (years and dates),feet below land-surface datum,Groundwater,"['well', 'measuring point', 'concrete foundation']",2060_112,34.425,-119.82,Groundwater,,1931,1941,[1931 1933 1938 1941],MULTI_YEARS_OR_RANGES,,False,1930,34.425,-119.82,inferred_latitude,inferred_longitude,inferred
2060,112,34.426,-119.817,,,"About 1.5 miles nearly east-northeast of Goleta, 200 yards north of Southern Pacific Railroad, 0.20 mile east of Patterson Avenue, 200 feet southeast of private bridge over Maria Ygnacio Creek",[],"Quinton, Code, and Hill-Leeds and Barnard well 127",Santa Barbara County,,,,,Groundwater,"['well', 'pump house', 'measuring point']",2060_112,34.426,-119.817,Groundwater,,,,,UNPARSED,,True,,34.426,-119.817,inferred_latitude,inferred_longitude,inferred
52982,87,,,34.494444,-120.055556,"Lat. 34°29'40"", long. 120°03'20""",[],SPRING - ERRO ESTATE,,Kern County,11/17/1948-04/10/1950,Irregular intervals between measurements,"{'Discharge': ['Second-feet', 'Gals. per min.']}",Springs,"['pool in creek bottom', 'sandstone beds']",52982_87,34.494444,-120.055556,Springs,,1948,1950,[1948 1950],EXACT_RANGE,,False,1940,34.494444,-120.055556,actual_latitude,actual_longitude,actual
70038406,188,34.5667,-120.0167,,,4N/28W-5N3 S. SELLAR BULLARD,"['4N', '28W', '5N3S']",SELLAR BULLARD WELL,,Santa Barbara County,02/24/1966-10/10/1968,Irregular intervals,Feet Below Land Surface Datum (LSD),Groundwater,"['ARTESIAN WELL', 'SANTA BARBARA FORMATION']",70038406_188,34.5667,-120.0167,Groundwater,,1966,1968,[1966 1968],EXACT_RANGE,,False,1960,34.5667,-120.0167,inferred_latitude,inferred_longitude,inferred
70038406,188,34.5667,-120.0167,,,4N/28W-5R4 S. F. J. EWING,"['4N', '28W', '5R4S']",F. J. EWING WELL,,Santa Barbara County,02/24/1966-10/10/1968,Irregular intervals,Feet Below Land Surface Datum (LSD),Irrigation,"['IRRIGATION ARTESIAN WELL', 'SANTA BARBARA FORMATION']",70038406_188,34.5667,-120.0167,Irrigation,,1966,1968,[1966 1968],EXACT_RANGE,,False,1960,34.5667,-120.0167,inferred_latitude,inferred_longitude,inferred
70038406,188,34.5667,-120.0167,,,4N/28W-8N3 S. SHRODE-NELSON PRODUCE CO.,"['4N', '28W', '8N3S']",SHRODE-NELSON PRODUCE CO. WELL,,Santa Barbara County,02/24/1966-10/08/1968,Irregular intervals,Feet Below Land Surface Datum (LSD),Groundwater,"['ARTESIAN WELL', 'SANTA BARBARA FORMATION']",70038406_188,34.5667,-120.0167,Groundwater,,1966,1968,[1966 1968],EXACT_RANGE,,False,1960,34.5667,-120.0167,inferred_latitude,inferred_longitude,inferred
70038406,188,34.5667,-120.0167,,,4N/28W-9A3 S. L. M. CAVALETTO,"['4N', '28W', '9A3S']",L. M. CAVALETTO WELL,,Santa Barbara County,02/24/1966-10/10/1968,Irregular intervals,Feet Below Land Surface Datum (LSD),Groundwater,"['WATER-TABLE WELL', 'SANTA BARBARA FORMATION']",70038406_188,34.5667,-120.0167,Groundwater,,1966,1968,[1966 1968],EXACT_RANGE,,False,1960,34.5667,-120.0167,inferred_latitude,inferred_longitude,inferred
70038406,188,34.5667,-120.0167,,,4N/28W-9L2 S. ADAMS-CAPITAL ROOFING,"['4N', '28W', '9L2S']",ADAMS-CAPITAL ROOFING WELL,,Santa Barbara County,02/24/1966-10/10/1968,Irregular intervals,Feet Below Land Surface Datum (LSD),Irrigation,"['IRRIGATION ARTESIAN WELL', 'SANTA BARBARA FORMATION']",70038406_188,34.5667,-120.0167,Irrigation,,1966,1968,[1966 1968],EXACT_RANGE,,False,1960,34.5667,-120.0167,inferred_latitude,inferred_longitude,inferred
70038406,188,34.5667,-120.0167,,,4N/28W-10F1 S. J. S. EDWARDS,"['4N', '28W', '10F1S']",J. S. EDWARDS WELL,,Santa Barbara County,02/24/1966-10/21/1966,Irregular intervals,Feet Below Land Surface Datum (LSD),Groundwater,"['ARTESIAN WELL', 'SANTA BARBARA FORMATION']",70038406_188,34.5667,-120.0167,Groundwater,,1966,1966,[1966],SINGLE_YEAR,,False,1960,34.5667,-120.0167,inferred_latitude,inferred_longitude,inferred
57549,612,,,34.526111,-119.685555,"near Santa Barbara, CA","['T.5 N., R.27 W., sec. 11']",SANTA YNEZ RIVER ABOVE GIBRALTAR DAM,Santa Barbara County,,10/01/1976-09/30/1977,Monthly,"{'Elevation': 'feet', 'Contents': 'acre-feet', 'Change_in_contents': 'acre-feet', 'Draft': 'acre-feet', 'Spill_and_release': 'acre-feet', 'Evaporation': 'acre-feet', 'Total_inflow': 'acre-feet', 'Rain_on_reservoir': 'acre-feet', 'Net_inflow': 'acre-feet'}",Reservoir,"['Gibraltar Dam', 'Jameson Lake', 'reservoir inflow', 'spill and release', 'evaporation']",57549_612,34.526111,-119.685555,Reservoir,,1976,1977,[1976 1977],EXACT_RANGE,,False,1970,34.526111,-119.685555,actual_latitude,actual_longitude,actual
724,196,,,34.6375,-120.425,"Lat 34°38'15"", long 120°25'30"" in Canada de Salsipuedes Grant, on left bank 0.5 mile upstream from State Highway 150, 1.9 miles east of Lompoc",,"Santa Ynez River at narrows, near Lompoc",Santa Barbara County,,10/01/1959-09/30/1960,daily (between Oct. to Sept.),cubic feet per second (cfs),Stream Discharge,"['Santa Ynez River', 'discharge', 'water-stage recorder']",724_196,34.6375,-120.425,Stream discharge,,1959,1960,[1959 1960],EXACT_RANGE,,False,1950,34.6375,-120.425,actual_latitude,actual_longitude,actual
70038406,224,,,34.9739,-120.45,Paso Robles Formation,['11N/35W-2901'],Pezzoni Irrigation Well,San Luis Obispo County,San Luis Obispo County,09/14/1966-10/09/1968,Unknown,Feet below land surface datum (LSD),Groundwater,"['IRRIGATION WELL', 'ARTESIAN WELL', 'PASO ROBLES FORMATION']",70038406_224,34.9739,-120.45,Groundwater,,1966,1968,[1966 1968],EXACT_RANGE,,False,1960,34.9739,-120.45,actual_latitude,actual_longitude,actual
70038394,49,34.6461,-120.4625,,,"Near Lompoc, California",[],Santa Ynez River Basin,Santa Barbara County,,11/13/1963-09/24/1964,Variable intervals within the range of daily to weekly measurements,"{'Temperature': '°F', 'Discharge': 'cfs (cubic feet per second)', 'Sediment Concentration': 'ppm (parts per million)', 'Suspended Sediment Discharge': 'tons per day'}",Stream Discharge,"['Suspended sediment', 'Sediment discharge', 'Sampling point', 'Discharge (cfs)']",70038394_49,34.6461,-120.4625,Stream discharge,,1963,1964,[1963 1964],EXACT_RANGE,,False,1960,34.6461,-120.4625,inferred_latitude,inferred_longitude,inferred
3565,16,34.9,-120.2,,,Southern California,[],Cachuma Reservoir,,Santa Barbara County,1959-01/01/1959-12/31/1959,Annual,Acre-feet,Reservoir,"['surface reservoirs', 'storage']",3565_16,34.9,-120.2,Reservoir,,1959,1959,[1959],SINGLE_YEAR,,False,1950,34.9,-120.2,inferred_latitude,inferred_longitude,inferred
2246,525,34.443,-119.697,,,"near Santa Barbara, Calif.",[],San Roqui Creek,Santa Barbara County,,02/13/1890-09/29/1890,3 to 7 days between measurements (varies by month),Sec.-feet,Stream Discharge,"['Discharge', 'Sec.-feet']",2246_525,34.443,-119.697,Stream discharge,,1890,1909,[1890 1909],EXACT_RANGE,,False,1890,34.443,-119.697,inferred_latitude,inferred_longitude,inferred
2246,525,34.437,-119.703,,,"near Goleta, Calif.",[],San Jose Creek West Fork,,Santa Barbara County,08/26/1890-09/14/1890,3 to 7 days between measurements (varies by month),Sec.-feet,Stream Discharge,"['Discharge', 'Sec.-feet']",2246_525,34.437,-119.703,Stream discharge,,1890,1909,[1890 1909],EXACT_RANGE,,False,1890,34.437,-119.703,inferred_latitude,inferred_longitude,inferred
56419,295,,,34.445,-119.802777778,"Near Goleta, on right bank at University Drive, 0.2 mile east of Patterson Avenue, and 1.5 miles northeast of Goleta.",[],ATASCADERO CREEK BASIN,Santa Barbara County,,10/01/1970-09/30/1971,Daily,Cubic feet per second (cfs),Stream Discharge,"['stream discharge', 'cubic feet per second', 'discharge']",56419_295,34.445,-119.802777778,Stream discharge,,1970,1971,[1970 1971],EXACT_RANGE,,False,1970,34.445,-119.802777778,actual_latitude,actual_longitude,actual
3048,200,,,34.6441667,-120.4299999,"near east boundary of La Mission Vieja de la Purisima Grant, on downstream end of center pier of bridge on State Highway 150, 1.5 miles east of Lompoc, Santa Barbara County",[],Santa Ynez River near Lompoc,Santa Barbara County,,November 1906 to September 1958,Daily measurements from October to September,"{'Latitude': 'degrees, minutes, seconds', 'Longitude': 'degrees, minutes, seconds', 'Discharge': 'cubic feet per second (cfs)'}",Stream Discharge,"['stream', 'discharge', 'river', 'gage height', 'reservoirs', 'irrigation']",3048_200,34.6441667,-120.4299999,Stream discharge,,1906,1958,[1906 1958],EXACT_RANGE,,False,1900,34.6441667,-120.4299999,actual_latitude,actual_longitude,actual
56086,40,,,34.4777778,-119.8708333,"Lat. 34°28'40"", long. 119°52'15""",[],MCCOY CANYON HORIZONTAL WELL,Santa Barbara County,,"July 13, 1954-December 14, 1955 / February 27, 1956-June 19, 1956","Varies by month and year, ranging from several months to specific dates within a given month.","{'Discharge': ['Cubic feet per second', 'Gallons per minute'], 'Temperature': '°F'}",Groundwater,"['horizontal well', 'discharge', 'cubic feet per second', 'gallons per minute']",56086_40,34.4777778,-119.8708333,Groundwater,,1954,1956,[1954 1955 1956],MULTI_YEARS_OR_RANGES,,False,1950,34.4777778,-119.8708333,actual_latitude,actual_longitude,actual
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-2K1,,Inferred based on township range section,12/01/1954-07/31/1962,Monthly or yearly between Dec 1954 and July 1962,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1954,1962,[1954 1962],EXACT_RANGE,,False,1950,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-8A1,,Inferred based on township range section,12/01/1948-10/31/1958,Monthly or yearly between Dec 1948 and Oct 1958,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1948,1958,[1948 1958],EXACT_RANGE,,False,1940,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-9J1,,Inferred based on township range section,01/01/1951-09/30/1960,Monthly or yearly between Jan 1951 and Sept 1960,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1951,1960,[1951 1960],EXACT_RANGE,,False,1950,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-9P1,,Inferred based on township range section,12/01/1945-10/31/1958,Monthly or yearly between Dec 1945 and Oct 1958,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1945,1958,[1945 1958],EXACT_RANGE,,False,1940,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-10N6,,Inferred based on township range section,05/01/1956-06/30/1965,Monthly or yearly between May 1956 and June 1965,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1956,1965,[1956 1965],EXACT_RANGE,,False,1950,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-14P2,,Inferred based on township range section,05/01/1952-02/29/1966,Monthly or yearly between May 1952 and Feb 1966,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1952,1966,[1952 1966],EXACT_RANGE,,False,1950,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-15M2,,Inferred based on township range section,06/01/1954-02/29/1963,Monthly or yearly between June 1954 and Feb 1963,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1954,1963,[1954 1963],EXACT_RANGE,,False,1950,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
26897,33,35.0,-120.0,,,Inferred based on township range section,"['1S', '4W']",1S/4W-22G16,,Inferred based on township range section,10/01/1951-11/30/1965,Monthly or yearly between Oct 1951 and Nov 1965,"{'Water-level altitude': 'feet', 'Transmissivity': 'ft²/d', 'Storage Coefficient': None, 'Root-mean-square deviation': 'feet'}",Groundwater,"['well', 'transmissivity', 'storage coefficient']",26897_33,35.0,-120.0,Groundwater,,1951,1965,[1951 1965],EXACT_RANGE,,False,1950,35.0,-120.0,inferred_latitude,inferred_longitude,inferred
