doc_id,page_number,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
56086,121,UNNAMED TRIBUTARY TO SANTA YNEZ RIVER AT HIGHWAY 150,34.580556,-119.972222,,,Daily to monthly measurements over multiple years (1954-1956),07/19/1954-06/04/1956,"{'Discharge_Cubic_Feet_Per_Second': True, 'Discharge_Gallons_Per_Minute': True, 'Temperature_Fahrenheit': True}"
431,27,Santa Ysabel Creek near Mesa Grande,,,,,Multiple dates in a year,05/16/1926-09/24/1926,"{'Gage_Height': 'Feet', 'Discharge': 'second-feet'}"
1627,207,Kings River below North Fork,36.116667,-119.333333,,,Daily measurements from October to September (Water Year),10/01/1963-09/30/1965,Cubic Feet Per Second (CFS) and Acre-Feet per day
4537,13,Sacramento River Basin,,,38.5,-121.0,Annual,1899-1937,Cubic feet per second
4537,13,San Joaquin River Basin,,,37.0,-120.5,Annual,1899-1937,Cubic feet per second
4537,13,Great Basin and Pacific coast river basins,,,39.0,-120.0,Annual,1899-1937,Cubic feet per second
4537,13,Southern Pacific slope of California,,,34.0,-118.5,Annual,1899-1937,Cubic feet per second
4537,13,Pacific slope basins in California,,,36.0,-121.5,Annual,1899-1937,Cubic feet per second
47988,101,Winding Creek,36.159722,-118.675,,,Annual (specific dates vary within the year),10/09/1959-01/16/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
47988,101,Tule River tributary near Success,36.0575,-118.913333,,,Annual (specific dates vary within the year),10/09/1959-01/16/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
47988,101,Middle Fork Kaweah River tributary near Hammond,36.493056,-118.825,,,Annual (specific dates vary within the year),09/23/1959-01/16/1970,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
47988,101,Dorst Creek near Kaweah Camp,36.645833,-118.804167,,,Annual (specific dates vary within the year),09/23/1959-05/16/1971,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
251,26,"San Pedro River at Charleston, Ariz.",32.1667,-110.8667,32.1667,-110.8667,Annual,1905-01/01/1905 to 1938-12/31/1938,
251,26,"San Pedro River at Fairbank, Ariz.",32.7167,-109.9167,32.7167,-109.9167,Annual,1927-01/01/1927 to 1928-12/31/1928,
251,26,"San Pedro River at Palominas, Ariz.",32.1333,-110.7167,32.1333,-110.7167,Annual,1930-01/01/1930 to 1938-12/31/1938,
251,26,"San Pedro River at Winkelman, Ariz.",33.0,-110.7833,33.0,-110.7833,Annual,1890-01/01/1890 to 1938-12/31/1938,
251,26,"San Pedro River near Fairbank, Ariz.",32.7,-109.9167,32.7,-109.9167,Annual,1911-01/01/1911 to 1926-12/31/1926,
251,26,"San Pedro River near Mammoth, Ariz.",32.05,-110.7833,32.05,-110.7833,Annual,1931-01/01/1931 to 1938-12/31/1938,
251,26,"San Simon Creek near Rodeo, N. Mex.",31.75,-109.5,31.75,-109.5,Annual,1920-01/01/1920 to 1925-12/31/1925,
3034,199,McCloud River at Baird,40.780556,-122.3,,,Annual peaks,02/16/1904-03/12/1931,"{'Stage_Height': 'feet', 'Discharge': 'cfs'}"
3034,199,Sacramento River at Kennett,40.733333,-122.4,,,Annual peaks,02/15/1904-12/31/1913,"{'Stage_Height': 'feet', 'Discharge': 'cfs'}"
2913,157,Spanish Fork at Thistle,,,39.7442,-111.7408,Monthly and Yearly,1908-05-01-1950-12-31,"['acre-feet', 'cubic feet per second']"
47988,34,Hayfork Creek tributary near Hyampom,40.6138889,-123.3480556,,,Annual,02/11/1961-01/17/1971,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3144,243,Willow Creek near Double Circle Ranch,33.3541667,-109.525,,,Daily to Annual Measurements,08/1944-09/1965,"{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Acres_Foot_Per_Year': 'acre-ft/year'}"
2447,345,Animas River,,,,,Annual measurement on specific dates per year,"May 30, 1950 - June 8, 1955","{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
2447,345,Hermosa Creek,37.425,-107.8388889,,,Measurement taken multiple times annually from 1920 to 1962,"May 23, 1920 - June 26, 1957","{'Gage Height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
2447,221,North Piney Creek near Mason,,,42.602778,-110.455556,"Variable, daily to yearly measurements","June 12, 1915-June 21, 1947","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
583,156,Alamo Creek near Santa Maria,35.011111,-120.3125,,,Daily measurements over a span of two years (October 1943 to September 1945),10/01/1943-09/30/1945,"{'Discharge': 'second-feet', 'Gage Height': 'feet'}"
3217,192,Rio Hondo near Montebello,34.029167,-118.068056,,,Monthly and yearly,10/01/1930-09/30/1950,"['acre-feet', 'cubic feet per second']"
2993,62,Santa Ynez River,34.6781,-120.3692,,,Yearly,04/1945-04/1951,acre-feet
56461,345,Cole Creek Near Salt Springs Dam,38.5191666667,-120.211388889,,,daily measurements over the year,October 1976 to September 1977,"{'Discharge': 'cubic feet per second (ft3/s)', 'Gage_Height': 'feet (ft)'}"
3117,413,NORTH YUBA RIVER BELOW BULLARDS BAR DAM,39.4041666667,-121.1416666667,,,Daily measurements (from October to September of the following year),10/01/1965-09/30/1966,"{'Discharge': 'cubic feet per second (cfs)', 'Volume': 'acre-feet'}"
2252,359,Oak Creek,36.5159,-117.6956,,,Various intervals between measurements depending on the year and date range provided in the document.,06/15/1905-12/21/1911,"{'Gage Height': 'Feet', 'Discharge': 'Sec.-ft (cubic feet per second)'}"
70038400,435,KLAMATH RIVER NEAR SEIAD VALLEY,41.8555556,-123.2308333,,,"Varies by measurement type (daily for discharge, yearly for chemical analyses)",10/01/1965-09/30/1966,"{'Discharge': 'cfs (cubic feet per second)', 'Silica': 'ppm (parts per million)', 'Iron': 'ppm', 'Calcium': 'ppm', 'Magnesium': 'ppm', 'Sodium': 'ppm', 'Potassium': 'ppm', 'Bicarbonate': 'ppm', 'Carbonate': 'ppm', 'Sulfate': 'ppm', 'Chloride': 'ppm', 'Fluoride': 'ppm', 'Nitrate': 'ppm', 'Boron': 'ppm', 'Dissolved Solids': {'Parts per million': 'ppm', 'Tons per acre-foot': '', 'Tons per day': ''}, 'Hardness as CaCO3': {'Calcium, Magnesium': '', 'Non-carbonate': ''}, 'Sodium adsorption ratio': '', 'Specific conductance': 'micro-mhos at 25°C', 'pH': ''}"
56416,286,CASTRO VALLEY CREEK,,,37.6698,-122.0872,Varying intervals within the year 1972-1973,10/01/1972-09/30/1973,"['UG/L', '(MG/L)', '(CFS)', '(T/DAY)', '(DEG C)']"
3146,599,Potter Valley Powerhouse Tailrace,,,39.1875,-123.0472,Daily measurements with intervals varying across months within water years October 1964 to September 1965,10/01/1964-09/30/1965,"{'Chemical_Analysis': 'parts per million (ppm)', 'Water_Temperatures': '°F', 'Sediment_Loads': 'tons per day and tons per acre-foot', 'Specific_Conductance': 'micro-mhos at 25°C', 'Dissolved_Residue': 'parts per million', 'Mean_Discharge': 'cubic feet per second (cfs)'}"
3217,320,Russian River near Healdsburg,,,,,Yearly,1940-10/01/1949-09/30,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,320,Dry Creek near Cloverdale,38.749722,-123.091111,,,Monthly and yearly,1942-10/01/1950-09/30,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,244,Huasna River,35.022222,-120.322222,,,Monthly (from October to September) and yearly measurements recorded over the period 1930-1950,10/01/1930-09/30/1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
251,17,"Gila River below Bonita Creek, near Solomonsville",32.9986,-110.8593,,,Annual,03/01/1932-12/31/1938,Cubic feet per second (cfs)
251,17,"Gila River below Gillespie Dam, Arizona",32.9758,-111.0211,,,Annual,01/01/1891-12/31/1938,Cubic feet per second (cfs)
251,17,"Gila River near Cliff, New Mexico",35.6776,-108.7604,,,Annual,01/01/1904-12/31/1907,Cubic feet per second (cfs)
251,17,"Gila River near Clifton, Arizona",33.5408,-114.3194,,,Annual,01/01/1928-12/31/1938,Cubic feet per second (cfs)
251,17,"Gila River near Dome, Arizona",34.5669,-112.0083,,,Annual,01/01/1907-12/31/1938,Cubic feet per second (cfs)
251,17,"Gila River near Duncan, Arizona",32.9936,-110.8822,,,Annual,01/01/1914-12/31/1931,Cubic feet per second (cfs)
251,17,"Gila River near Gila, New Mexico",35.6776,-108.7604,,,Annual,01/01/1914-12/31/1938,Cubic feet per second (cfs)
251,334,Fort Thomas Canal,,,33.3739,-110.9378,Yearly,01/01/1915-12/31/1938,"{'Mean_Discharge': 'second-feet', 'Runoff': 'acre-feet'}"
3034,204,Little Cow Creek near Ingot,40.745,-122.0611,,,"Annual peaks, based on annual data entries in the document.",11/13/1957-04/07/1963,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
3034,204,Cow Creek near Millville,40.5056,-122.2314,,,"Annual peaks, with some monthly data entries in the document.",01/17/1950-02/24/1958,"{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2447,210,"Green River at Warren Bridge near Daniel, Wyo.",,,43.005556,-110.141667,Various dates within water years,"May 19, 1949 to June 29, 1954","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
2447,210,"Beaver Creek near Daniel, Wyo.",43.005556,-110.141667,,,Various dates within water years,"Apr. 8, 1939 to May 16, 1950","{'Gage_height': 'feet', 'Discharge': 'cfs'}"
2447,210,"Horse Creek at Sherman ranger station, Wyo.",42.944444,-110.388889,,,Various dates within water years,Various dates within water years,"{'Gage_height': 'feet', 'Discharge': 'cfs'}"
2993,18,Santa Ynez River Gaging Stations,,,34.4375,-119.7167,Annual,Recorded in files of the U.S. Geological Survey's Ground Water Office,
1532,160,"South Fork of Tuolumne River near Buck Meadows, Cal.",,,37.6375,-119.8531,Daily (for part of the year) and specific measurement dates in October and May,09/13/1910-09/30/1916,"{'Gage Height': 'Feet', 'Discharge': 'Second-feet'}"
29192,82,Walnut Creek,,,37.8882,-122.0811,Annual for 1957-62 and 1909-62; Annual with exceptions in 1963-70,05/01/1957-12/31/1970,"{'Water_Discharge_Average_Daily': 'cubic feet per second (ft3/s)', 'Water_Discharge_Average_Annual': 'acre-feet', 'Suspended_Sediment_Discharge_Tons_Per_Year': 'tons', 'Percent': '%'}"
2447,374,Silver Creek,34.7833,-110.05,,,varies by year and date,"Aug. 5, 1957-Sept. 8, 1958","{'Gage height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
2447,374,Little Colorado River at Woodruff,34.7833,-110.05,,,varies by year and date,"Jan. 19, 1916-Sept. 28, 1944","{'Gage height': 'feet', 'Discharge': 'cubic feet per second (cfs)'}"
70160570,13,"Ore. Creek, Eagle",,,43.8525,-116.1108,Annual,,%
70160570,13,Wash. Quilcene,,,47.9001,-122.7918,Annual,,%
70160570,13,Wash. Leavenworth,,,47.8718,-120.5403,Annual,,%
70160570,13,Wash. Winthrop,,,47.2037,-120.8573,Annual,,%
2913,166,Hobble Creek near Springville,40.158333,-111.525,,,monthly and yearly,"{'Start': '01/01/1904', 'End': '12/31/1950'}","{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
56404,202,CASTRO VALLEY CREEK AT HAYWARD,37.68,-122.0794,,,Seasonal records only; water years from October to September,10/01/1971-Current Year,"{'Latitude_Longitude': 'degrees, minutes, seconds (DMS)', 'Drainage_Area': 'mi² and km²', 'Altitude': 'ft and m', 'Discharge': 'ft3/s and m³/s', 'Gage_Height': 'ft and m'}"
56808,214,"SACRAMENTO RIVER AT COLUSA, CA",,,39.08,-122.07,Monthly within Water Year October 1977 to September 1978,10/01/1977-09/30/1978,% Finer Than [various sieve diameters in MM]
2447,155,Cochetopa Creek near Parlin,38.4,-106.7667,,,Varies (dates provided for specific years),"Apr. 21, 22, 24, June 16, 21, 1940- Aug. 8, 1945","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
2447,155,Tomichi Creek at Gunnison,38.5222,-106.9403,,,Varies (dates provided for specific years),"June 2, 1938-May 31, 1951","{'Gage_Height': 'feet', 'Discharge': 'cfs'}"
4316,29,"Walker River near Nordyke, Nev",,,39.002,-117.035,Annual,01/01/1895-12/31/1895,
4316,29,"Walker River at Mason, Nev",,,39.003,-117.033,Annual,01/01/1910-12/31/1922;01/01/1923-12/31/1923,
4316,29,"East Fork Carson River above Soda Springs ranger station, near Markleeville, Calif.",38.778,-119.769,,,Annual,01/01/1946-12/31/1951,cubic feet per second
4316,29,"Silver King Creek near Coleville, Calif",38.416,-119.916,,,Annual,01/01/1946-12/31/1951,cubic feet per second
4316,29,"Carson River near Carson City, Nev",39.16,-119.768,,,Annual,01/01/1939-12/31/9999,cubic feet per second
3144,137,Spring Valley Creek,38.0027778,-114.2055556,,,Daily for individual months; annual summaries for discharge,"{'Start_Date': '08/01/1962', 'End_Date': '09/30/1965'}","{'Discharge': 'cubic feet per second (cfs)', 'Gage_Height': 'feet', 'Cumulative_Discharge': 'acre-feet'}"
56416,340,COSUMNES RIVER AT MICHIGAN BAR,38.5002777778,-121.0441666667,38.5002777778,-121.0441666667,"Varies (some daily, some by water year)",10/01/1953-09/30/1973,"{'Discharge': 'CFS', 'Dissolved Calcium': 'MG/L', 'Dissolved Magnesium': 'MG/L', 'Dissolved Sodium': 'MG/L', 'Dissolved Potassium': 'MG/L', 'Bicarbonate': 'MG/L', 'Carbonate': 'MG/L', 'Alkalinity as CaCO3': 'MG/L', 'Dissolved Chloride': 'MG/L', 'Dissolved Nitrate': 'MG/L', 'Dissolved Solids (Residue at 180 C)': 'MG/L', 'Hardness (Ca, Mg)': 'MG/L', 'Non-Carbonate Hardness': 'MG/L', 'Specific Conductance': 'Micro-mhos', 'PH': 'Units', 'Temperature': 'Deg C', 'Dissolved Oxygen': 'MG/L', 'Boron A': 'UG/L'}"
29192,20,San Francisco Bay system,,,37.7,-122.4,Annual,Prior to 1849-1955,cubic yards
2913,268,Thousand Springs Creek,41.5667,-114.4333,,,Yearly,1910-1950,"{'Discharge': 'cubic feet per second', 'Runoff': 'acre-feet'}"
23601,42,Colma Creek,,,37.5,-122.4,Annual (Oct. 1 to Sept. 30),10/01/1966-09/30/1970,"{'Total_Sediment_Yield': 'Tons per sq mi', 'Sand': 'Tons', 'Silt-Clay': 'Tons'}"
2913,86,Cub River,42.05,-111.7833,42.05,-111.7833,Monthly and yearly,10/01/1940-09/30/1950,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2246,368,Red Hill,,,37.3333,-121.9833,Varies across years 1885-1900 with multiple measurements per year,09/26/1885-08/14/1899,Miner's inches
3217,382,Grizzly Creek,,,42.113611,-121.365833,Monthly and Yearly,1916-1950,"['Cubic feet per second', 'Acre-feet']"
3217,382,Beaver Creek,42.117222,-122.365278,,,Monthly and Yearly,1944-1948,['Cubic feet per second']
2560,46,Petaluma River,,,,,Yearly (1948 - 1963),04/01/1948-12/31/1963,"['cfs', 'per mi sq cfs']"
2560,46,Dry Creek near Dry St. Helena,,,,,Yearly (1951 - 1963),01/01/1951-12/31/1963,"['cfs', 'per mi sq cfs']"
2560,46,St. near Helena Napa,,,,,Yearly (1929 - 1959),01/01/1929-12/31/1959,"['cfs', 'per mi sq cfs']"
2560,46,Napa River near Helena Napa,,,,,Yearly (1939 - 1963),01/01/1939-12/31/1963,"['cfs', 'per mi sq cfs']"
1607,376,Lytle Creek near Fontana,34.1064,-117.4202,,,Yearly (Water Year and Calendar Year),1919-04/01/1920-09/30 to 1938-09/30,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet', 'Maximum, Minimum, Mean Daily Discharge': ['day', 'acre-feet']}"
1607,376,Lytle Creek (east channel) at San Bernardino,34.1124,-117.2858,,,Yearly,1929-04/01/1930-09/30 to 1938-09/30,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,376,Lytle Creek (west channel) at Colton,34.0775,-117.3024,,,Yearly,1929-04/01/1930-09/30 to 1939-09/30,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
1607,376,Cajon Creek near Keenebrook,34.1572,-117.2081,,,Yearly,1920-04/01/1921-09/30 to 1931-09/30,"{'Discharge': 'second-feet', 'Run-off': 'acre-feet'}"
251,402,Salt River near Roosevelt,,,33.3188,-110.8574,Annual,01/01/1913-12/31/1938,"{'Mean_Discharge': 'second-feet', 'Runoff': 'acre-feet'}"
70038669,379,Garcia River near Point Arena,38.926389,-123.629167,,,Daily (August to September for the year 1962),"{'Low-flow measurements': '1951-1956', 'Annual maximum': '1952-1956', 'Detailed records': 'August 1962 to September 1963'}","{'Discharge': 'cubic feet per second (cfs)', 'Gage Height': 'feet', 'Runoff': 'acre-feet'}"
3033,171,Salinas River near Pozo,36.5,-121.7,,,Daily to Monthly (varies by year),01/24/1954-02/16/1959,"{'Gage height': 'feet', 'Discharge': 'cfs'}"
