doc_id,page_number,table_index,site_name,json_latitude,json_longitude,year,year_type,peak_date,peak_discharge_cfs,peak_gage_height_ft,mean_discharge_cfs,total_runoff_acre_ft,discharge_unit,quality_flag,notes,watersource_name,actual_latitude,actual_longitude,inferred_latitude,inferred_longitude,temporal_resolution,dates_of_recording,units_of_measurement
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1934,calendar_year,,,,75.5,54700,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1935,calendar_year,,,,95.8,69340,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1936,calendar_year,,,,95.2,69140,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1937,calendar_year,,,,219,158800,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1938,calendar_year,,,,338,244700,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1939,calendar_year,,,,51.6,37330,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1940,calendar_year,,,,66.1,47990,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1941,calendar_year,,,,512,370900,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1942,calendar_year,,,,41.8,30290,cfs,,"OCR ""41,8"" interpreted as 41.8",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1943,calendar_year,,,,246,178400,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1944,calendar_year,,,,197,143200,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1945,calendar_year,,,,88.0,63720,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1946,calendar_year,,,,105,75800,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1947,calendar_year,,,,22.2,16050,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1948,calendar_year,,,,10.8,7860,cfs,,"CY obs mean was ""6,18"" (=6.18); combined=10.8 used",Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,0,"Sespe Creek near Fillmore, Calif.",,,1949,calendar_year,,,,14.6,10540,cfs,,,Sespe Creek,,,,,Yearly,1911-1949,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,1,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,water_year,,,,15.7,,cfs,,"""The year"" row from monthly discharge table",Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
3217,210,2,"Santa Paula Creek below Sisar Creek, near Santa Paula, Calif.",34.4264,-119.0875,1913,water_year,,,,,11400,cfs,,"""The year"" row from monthly runoff table; value in acre-feet",Santa Paula Creek below Sisar Creek,34.392778,-119.087222,,,Monthly and yearly,1912-1913,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,0,"Bear River at Pescadero, Idaho",,,1922,water_year,1922-06-02,3730,,1230,892000,cfs,,"OCR: year label was ""1923""; corrected to 1922 based on peak date June 2 1922 (within WY 1922); min_day=blank",,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1923,water_year,1923-06-10,3840,,1290,932000,cfs,,min_day=469,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1924,water_year,1924-08-11,1800,,1030,745400,cfs,,min_day=322; peak date Aug 11-12 1924,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1925,water_year,1925-07-22,1280,,718,519600,cfs,,min_day=161,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1926,water_year,1926-08-06,1410,,755,546700,cfs,,min_day=276,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1927,water_year,1927-07-30,1390,,714,517200,cfs,,min_day=160,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1928,water_year,1928-08-03,1210,,487,353800,cfs,,min_day=110,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1929,water_year,1929-07-18,1150,,537,388600,cfs,,min_day=120,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1930,water_year,1930-07-10,1260,,522,377600,cfs,,min_day=100,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1931,water_year,1931-07-30,1330,,467,337900,cfs,,min_day=50,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1932,water_year,1932-07-31,1050,,283,205600,cfs,,"min_day=45; peak date footnote b: July 31, Aug 17-18 1932",,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1933,water_year,1933-07-13,1030,,327,237100,cfs,,"min_day=50; peak date footnote c: July 13-14, Aug 3-4 1933",,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1934,water_year,1934-05-18,1060,,382,276500,cfs,,"min_day=45; peak date cell showed ""(a)""; footnote d gives May 18-20,22,1934",,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1935,water_year,1935-07-09,1120,,270,196000,cfs,,min_day=40,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1936,water_year,1936-04-20,1300,,285,207000,cfs,,min_day=23,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1937,water_year,1937-07-06,920,,314,227000,cfs,,min_day=65,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1938,water_year,1938-09-23,760,,290,210200,cfs,,min_day=55,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1939,water_year,1939-05-31,1160,,428,309800,cfs,,min_day=55,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1940,water_year,1940-07-11,1320,,355,257600,cfs,,min_day=45; peak date July 11-12 1940,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1941,water_year,1941-07-02,1390,,304,220200,cfs,,min_day=40,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1942,water_year,1942-07-16,1170,,374,263700,cfs,,min_day=60,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1943,water_year,1943-06-30,1020,,416,301400,cfs,,min_day=85,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1944,water_year,1944-07-22,1250,,356,258400,cfs,,min_day=55,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1945,water_year,1945-07-31,1060,,324,235200,cfs,,min_day=50,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1946,water_year,1946-07-26,1210,,405,293100,cfs,,min_day=50,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1947,water_year,1947-07-26,1500,,559,404700,cfs,e,"min_day=80; peak ""el,500"" = estimated 1500",,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1948,water_year,1948-07-15,1500,,599,435000,cfs,,min_day=95; peak date July 15-16 1948,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1949,water_year,1949-07-13,1260,,601,435400,cfs,e,"min_day=95; peak ""el,260"" = estimated 1260",,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1950,water_year,1950-06-12,2640,,866,627100,cfs,e,"min_day=112; peak ""e2,640"" = estimated 2640",,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1922,calendar_year,,,,1240,896400,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1923,calendar_year,,,,1310,953700,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1924,calendar_year,,,,978,710000,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1925,calendar_year,,,,674,488800,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1926,calendar_year,,,,798,579100,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1927,calendar_year,,,,593,429400,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1928,calendar_year,,,,552,401700,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1929,calendar_year,,,,486,352600,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1930,calendar_year,,,,511,372000,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1931,calendar_year,,,,410,298400,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1932,calendar_year,,,,280,204400,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1933,calendar_year,,,,336,244600,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1934,calendar_year,,,,361,263200,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1935,calendar_year,,,,270,197000,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1936,calendar_year,,,,308,224200,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1937,calendar_year,,,,303,220300,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1938,calendar_year,,,,348,252500,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1939,calendar_year,,,,365,266300,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1940,calendar_year,,,,355,259400,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1941,calendar_year,,,,312,227100,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1942,calendar_year,,,,370,269200,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1943,calendar_year,,,,417,303200,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1944,calendar_year,,,,322,235200,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1945,calendar_year,,,,277,200300,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1946,calendar_year,,,,456,330500,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1947,calendar_year,,,,614,444500,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1948,calendar_year,,,,615,446100,cfs,,,,,,,,,,
2913,70,0,"Bear River at Pescadero, Idaho",,,1949,calendar_year,,,,549,397600,cfs,,,,,,,,,,
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1912,water_year,,,,38.5,,cfs,e,"# prefix; ""The year"" annual mean",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1914,water_year,,,,42.6,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1940,water_year,,,,23.5,,cfs,e,$ prefix (estimated on basis of one discharge measurement),Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1941,water_year,,,,22.9,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1942,water_year,,,,24.2,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1943,water_year,,,,29.8,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1944,water_year,,,,29.3,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1945,water_year,,,,29.5,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1946,water_year,,,,33.4,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1947,water_year,,,,31.3,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1948,water_year,,,,33.8,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1949,water_year,,,,30.5,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
2913,70,1,"Georgetown Creek near Georgetown, Idaho",42.5,-111.3167,1950,water_year,,,,39.1,,cfs,,"""The year"" annual mean from monthly table",Georgetown Creek,42.5,-111.3166667,,,Yearly and Monthly,1923-01-01-1950-12-31,"{'Discharge': 'cubic feet per second (cfs)', 'Runoff': 'acre-feet'}"
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1927,water_year,,1850,,643,465000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1927,calendar_year,,1850,,668,484000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1928,water_year,,1900,,694,504000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1928,calendar_year,,1900,,664,482000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1929,water_year,,1820,,642,465000,cfs,,"max day (not momentary max). CY mean ""6E0"" interpreted as 680",Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1929,calendar_year,,1820,,680,470500,cfs,,"max day (not momentary max). CY mean ""6E0"" interpreted as 680",Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1930,water_year,,1880,,643,466000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1930,calendar_year,,1840,,673,487000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1931,water_year,,1390,,541,391000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1931,calendar_year,,1390,,479,347000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1932,water_year,,1840,,732,531000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
1607,414,0,"Turlook Canal near La Grange, Calif.",,,1932,calendar_year,,1840,,784,569000,cfs,,max day (not momentary max),Turlook Canal,,,37.9,-120.2,Annual,1927-01/01/1927-09/30/1939,Second-feet and acre-feet
