URL,Publication ID,Index ID,Publication type,Publication Subtype,Display title,Title,Series title,Series number,Subseries,Chapter,Sub-chapter,ISSN (online),ISSN (print),ISBN,DOI,Edition,Volume,Issue,Year Published,No Year Published,Language,Publisher,Publisher location,Contributing office(s),Description,Larger Work Type,Larger Work Subtype,Larger Work Title,First page,Last page,Number of Pages,Public Comments,Time Range Start,Time Range End,Conference Title,Conference Location,Conference Date,Country,State,County,City,Other Geospatial,Datum,Projection,Scale,Online Only (Y/N),Additional Online Files(Y/N),Author(s),Editor(s),Compiler(s),Number of Links,ScienceBase URI,CHORUS DOI,CHORUS URL,CHORUS Publisher,CHORUS Authors,CHORUS Journal Name,CHORUS Publication Date,CHORUS Audited On,CHORUS Publicly Accessible Date
https://pubs.usgs.gov/publication/ofr75132,41588,ofr75132,Report,USGS Numbered Series,,"Aeromagnetic map of Santa Barbara and vicinity, California",Open-File Report,75-132,,,,2331-1258,0196-1497,,10.3133/ofr75132,-,,,1975,false,ENGLISH,,,,1 map.,,,,,,,,,,,,,,,,,,,,25000,,,"Water Resources Division, U.S. Geological Survey",,,1,4f4e4b00e4b07f02db698109,,,,,,,,
https://pubs.usgs.gov/publication/ofr75123,47198,ofr75123,Report,USGS Numbered Series,,"Geologic map and sections, Santa Barbara Channel region, California",Open-File Report,75-123,,,,2331-1258,0196-1497,,10.3133/ofr75123,-,,,1975,false,ENGLISH,,,,1 map ;64 x 34 cm. on sheet 77 x 86 cm. fold. in envelope 32 x 23 cm.,,,,,,,,,,,,,,,,,,,,250000,,,"Campbell, Russell H.; Wolf, S. C.; Hunter, R. E.; Wagner, H. C.; Junger, Arne; Vedder, J.G.",,,1,4f4e4b13e4b07f02db6a37c8,,,,,,,,
https://pubs.usgs.gov/publication/i876,67304,i876,Report,USGS Numbered Series,,"Geologic map of the Cuyama and New Cuyama quadrangles, San Luis Obispo and Santa Barbara counties, California",IMAP,876,NONE,,,,,,10.3133/i876,-,,,1975,false,ENGLISH,,,,1 map on 2 sheets :col. ;58 x 94 cm. fold. in envelope 30 x 24 cm.,,,,,,,,,,,,,,,,,,,,24000,,,"Vedder, J.G.; Repenning, C. A.",,,1,4f4e4b05e4b07f02db699b49,,,,,,,,
https://pubs.usgs.gov/publication/ofr72442,48089,ofr72442,Report,USGS Numbered Series,,"Ground water in Santa Barbara and southern San Luis Obispo counties, California, spring 1969 to spring 1970",Open-File Report,72-442,,,,2331-1258,0196-1497,,10.3133/ofr72442,-,,,1973,false,ENGLISH,,,,42 p. ill. 27 cm.,,,,,,,,,,,,,,,,,,,,,,,"Warner, J. W.",,,0,4f4e4ab0e4b07f02db66daa8,,,,,,,,
https://pubs.usgs.gov/publication/ofr73272,16136,ofr73272,Report,USGS Numbered Series,,Analysis of multispectral data of the Santa Barbara oil slick,Open-File Report,73-272,,,,2331-1258,0196-1497,,10.3133/ofr73272,,,,1973,false,English,U.S. Geological Survey,"Reston, VA",,68 p.,,,,,,,,,,,,,United States,California,,Santa Barbara,,,,,,,"Stewart, S.; Spellicy, Robert L.; Polcyn, F.",,,1,4f4e4acfe4b07f02db6802ac,,,,,,,,
https://pubs.usgs.gov/publication/cir687,4219,cir687,Report,USGS Numbered Series,,"Report on water injectivity test, lease OCS-P 0241, Well No. B-49-1, Dos Cuadras Field, Santa Barbara Channel, off California",Circular,687,,,,2330-5703,1067-084X,,10.3133/cir687,-,,,1973,false,ENGLISH,"U.S. Geological Survey, National Center],",,,"v, 28 p. :illus. ;26 cm.",,,,,,,,,,,,,,,,,,,,,,,"Adams, Maurice V.",,,1,4f4e4a58e4b07f02db62f5db,,,,,,,,
https://pubs.usgs.gov/publication/89,89,89,Report,USGS Unnumbered Series,,"Ground water in Santa Barbara and southern San Luis Obispo counties, California",,,,,,,,,10.3133/89,,,,1973,false,English,U.S. Department of the Interior,"Menlo Park, CA",,2 p.,,,,,,2,,,,,,,United States,California,San Luis Obispo County;Santa Barbara County,,,,,,,,"Warner, James W.",,,0,53e09e58e4b0beb42bdca436,,,,,,,,
https://pubs.usgs.gov/publication/88,88,88,Report,USGS Unnumbered Series,,"Ground-water data in Santa Barbara and southern San Luis Obispo counties, California",,,,,,,,,10.3133/88,,,,1973,false,English,U.S. Department of the Interior,"Menlo Park, CA",,1 p.,,,,,,1,,,,,,,United States,California,,San Luis Obispo County;Santa Barbara County,,,,,,,"Lamb, Charles Edwin; Mermod, Mary J.",,,0,53e09e59e4b0beb42bdca443,,,,,,,,
https://pubs.usgs.gov/publication/ofr72443,49257,ofr72443,Report,USGS Numbered Series,,"Ground water in Santa Barbara and southern San Luis Obispo counties, California, spring 1969 to spring 1970",Open-File Report,72-443,,,,2331-1258,0196-1497,,10.3133/ofr72443,-,,,1972,false,ENGLISH,,,,"p. 27, illus.",,,,,,,,,,,,,,,,,,,,,,,"Warner, James W.",,,0,4f4e4ab0e4b07f02db66da60,,,,,,,,
https://pubs.usgs.gov/publication/b1354D,47421,b1354D,Report,USGS Numbered Series,,"Revision of stratigraphic names for some Eocene formations in Santa Barbara and Ventura counties, California",Bulletin,1354,,D,,,,,10.3133/b1354D,-,,,1972,false,ENGLISH,,,,p. D1-D12,,,,,,,,,,,,,,,,,,,,,,,"Vedder, J.G.",,,1,4f4e4a14e4b07f02db602b57,,,,,,,,
