URL,Publication ID,Index ID,Publication type,Publication Subtype,Display title,Title,Series title,Series number,Subseries,Chapter,Sub-chapter,ISSN (online),ISSN (print),ISBN,DOI,Edition,Volume,Issue,Year Published,No Year Published,Language,Publisher,Publisher location,Contributing office(s),Description,Larger Work Type,Larger Work Subtype,Larger Work Title,First page,Last page,Number of Pages,Public Comments,Time Range Start,Time Range End,Conference Title,Conference Location,Conference Date,Country,State,County,City,Other Geospatial,Datum,Projection,Scale,Online Only (Y/N),Additional Online Files(Y/N),Author(s),Editor(s),Compiler(s),Number of Links,ScienceBase URI,CHORUS DOI,CHORUS URL,CHORUS Publisher,CHORUS Authors,CHORUS Journal Name,CHORUS Publication Date,CHORUS Audited On,CHORUS Publicly Accessible Date
https://pubs.usgs.gov/publication/70047765,70047765,70047765,Article,Journal Article,,"Mineralogy and diagenesis of low-permeability sandstones of Late Cretaceous age, Piceance Creek Basin, northwestern Colorado",Mountain Geologist,,,,,,,,,,17,4,1980,false,English,Rocky Mountain Association of Geologists,,,19 p.,Article,Journal Article,Mountain Geologist,88,106,,,,,,,,United States,Colorado,,,,,,,,,"Hansley, Paula L.; Johnson, Ronald C. rcjohnson@usgs.gov",,,1,521732e6e4b043bae8d2e5f6,,,,,,,,
https://pubs.usgs.gov/publication/70047454,70047454,70047454,Report,State or Local Government Series,,"Summary groundwater resources of Centre County, Pennsylvania",Water Resource Report,48,,,,,,,,,,,1980,false,English,Pennsylvania Geological Survey,"Harrisburg, PA",Water Resources Division,"vii, 60 p.",,,,,,,,,,,,,United States,Pennsylvania,Centre County,,,,,,,,"Wood, Charles R.",,,1,52021ae8e4b0e21cafa49c90,,,,,,,,
https://pubs.usgs.gov/publication/70046184,70046184,70046184,Report,Other Government Series,,"Estimated inflow and evaporation for Great Salt Lake, Utah, 1931-76, with revised model for evaluating the effects of dikes on the water and salt balance of the lake: Comprehensive water planning program",Cooperative Investigations Report,20,,,,,,,,,,,1980,false,English,Utah Department of Natural Resources,"Salt Lake City, UT",Utah Water Science Center,"iv, 57 p.",,,,,,,,,,,,,United States,Utah,,,Great Salt Lake,,,,,,"Waddell, K.M.; Barton, J.D.",,,0,51a72367e4b09db86f875cd4,,,,,,,,
https://pubs.usgs.gov/publication/70044398,70044398,70044398,Report,Other Government Series,,Chemical quality of water in abandoned zinc mines in northeastern Oklahoma and southeastern Kansas,Circular,82,,,,,,,,,,,1980,false,English,Oklahoma Geological Survey,"Norman, OK",,"iv, 49 p.",,,,i,49,53,,,,,,,United States,Oklahoma,,,,,,,,,"Playton, Stephen J.; Davis, Robert E.; McClaflin, Roger G.",,,1,513721f4e4b02ab8869bffbf,,,,,,,,
https://pubs.usgs.gov/publication/70038365,70038365,70038365,Report,State or Local Government Series,,"Hydrogeologic data for the lower Connecticut River basin, Connecticut",Connecticut Water Resources Bulletin,32,,,,,,,,,,,1980,false,English,Connecticut Department of Environmental Protection,,,"vi, 6 p.; Tables; Plate A:",Report,State or Local Government Series,Connecticut Water Resources Bulletin,,,,,,,,,,United States,Connecticut,,,Lower Connecticut River Basin,,,48000,,Y,"Bingham, J.W.; Paine, F.D.; Weiss, L.A.",,,2,505a33b5e4b0c8380cd5f1d3,,,,,,,,
https://pubs.usgs.gov/publication/70006780,70006780,70006780,Article,Journal Article,,You asked for it! How to cheaply improve water for hatching fish eggs,Aquaculture Magazine,,,,,,,,,,6,5,1980,false,English,Achill River Corporation,"Asheville, NC",Leetown Science Center,1 p.,Article,Journal Article,Aquaculture Magazine,35,35,1,,,,,,,,,,,,,,,,,"Martin, M.; Greenland, D.; Tackett, D.",,,0,505bd230e4b08c986b32f691,,,,,,,,
https://pubs.usgs.gov/publication/70039475,70039475,70039475,Report,USGS Unnumbered Series,,Water resources thesaurus: A vocabulary for indexing and retrieving the literature of water resources research and development,Monograph,,,,,,,,10.3133/70039475,3rd,,,1980,false,English,Department of the Interior Office of Water Research and Technology,"Washington, D.C.",Office of Water Research and Technology,"viii, 125 p.",,,,,,137,,,,,,,,,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,1,505bcc6de4b08c986b32db2f,,,,,,,,
https://pubs.usgs.gov/publication/70000701,70000701,70000701,Article,Journal Article,,"The asiatic clam, <i>Corbicula fluminea</i> (Müller), in the tidal Potomac River, Maryland",Estuaries,,,,,,,,10.2307/1351560,,3,2,1980,false,English,Springer,,,2 p.,,,,150,151,,,,,,,,,,,,,,,,N,N,"Dresler, Paul V.; Cory, Robert L.",,,0,4f4e4aaae4b07f02db6697c2,,,,,,,,
https://pubs.usgs.gov/publication/5221550,5221550,5221550,Article,Journal Article,,Inhibition of brain cholinesterase activity in forest birds and squirrels exposed to aerially applied acephate,Bulletin of Environmental Contamination and Toxicology,,,,,,,,10.1007/BF01608173,,24,5,1980,false,English,Springer,,Patuxent Wildlife Research Center,8 p.,,,,676,683,8,,,,,,,,,,,,,,,,,"Zinkl, J.G.; Roberts, R.B.; Henny, C. J.; Lenhart, D.J.",,,0,4f4e49f1e4b07f02db5ee426,,,,,,,,
https://pubs.usgs.gov/publication/5223434,5223434,5223434,Article,Journal Article,,"The eightieth Audubon Christmas bird count.  420.  Little Creek, Va",American Birds,,,,,,,,,,34,4,1980,false,English,,,Patuxent Wildlife Research Center,453-454,Article,Journal Article,American Birds,453,454,2,,,,,,,,,,,,,,,,,"Sykes, P.W. Jr.",,,0,4f4e4a9be4b07f02db65dd87,,,,,,,,
https://pubs.usgs.gov/publication/5221554,5221554,5221554,Article,Journal Article,,Weathered petroleum: Effects on mallard egg hatchability,Journal of Wildlife Management,,,,,,,,,,44,3,1980,false,English,,,Patuxent Wildlife Research Center,709-713,Article,Journal Article,Journal of Wildlife Management,709,713,5,,,,,,,,,,,,,,,,,"Szaro, Robert C.; Coon, N. C.; Stout, William C.",,,1,4f4e4ac7e4b07f02db67aed1,,,,,,,,
https://pubs.usgs.gov/publication/5223353,5223353,5223353,Article,Journal Article,,Factors controlling the fate of pesticides in rural watersheds of the lower Mississippi River alluvial valley,Transactions of the North American Wildlife and Natural Resources Conference,,,,,,,,,,45,,1980,false,English,,,Patuxent Wildlife Research Center,354-375,Article,Journal Article,Transactions of the North American Wildlife and Natural Resources Conference,354,375,22,,,,,,,,,,,,,,,,,"Schmitt, C. J.; Winger, P. V.",,,0,4f4e4a03e4b07f02db5f82ac,,,,,,,,
https://pubs.usgs.gov/publication/5221583,5221583,5221583,Article,Journal Article,,Factors affecting waterfowl breeding density and productivity estimates in the Northeast,"Transactions of the Northeast Section of the Wildlife Society, Annual Fish and Wildlife Conference",,,,,,,,,,37,,1980,false,English,,,Patuxent Wildlife Research Center,169-181,Article,Journal Article,"Transactions of the Northeast Section of the Wildlife Society, Annual Fish and Wildlife Conference",169,181,13,,,,,,,,,,,,,,,,,"Longcore, J. R.; Ringelman, J.K.",,,0,4f4e4a05e4b07f02db5f87bd,,,,,,,,
https://pubs.usgs.gov/publication/5221588,5221588,5221588,Article,Journal Article,,"Winter, waterfowl, and the salt marsh",New Jersey Outdoors,,,,,,,,,,7,6,1980,false,English,,,Patuxent Wildlife Research Center,10-13,Article,Journal Article,New Jersey Outdoors,10,13,4,,,,,,,,,,,,,,,,,"Kirby, R.E.; Ferrigno, Fred",,,0,4f4e4ac7e4b07f02db67acda,,,,,,,,
https://pubs.usgs.gov/publication/5221618,5221618,5221618,Article,Journal Article,,"Response of captive, breeding mallards to oiled water",Journal of Wildlife Management,,,,,,,,10.2307/3808324,,44,4,1980,false,English,Wiley,,Patuxent Wildlife Research Center,4 p.,,,,915,918,4,,,,,,,,,,,,,,,,,"Custer, T. W.; Albers, P.H.",,,0,4f4e4a4fe4b07f02db6283ea,,,,,,,,
https://pubs.usgs.gov/publication/5221599,5221599,5221599,Article,Journal Article,,An improved web tagging technique for waterfowl,Journal of Wildlife Management,,,,,,,,,,44,4,1980,false,English,,,Patuxent Wildlife Research Center,898-899,Article,Journal Article,Journal of Wildlife Management,898,899,2,,,,,,,,,,,,,,,,,"Haramis, G. M.; Nice, A.",,,1,4f4e4ad8e4b07f02db684755,,,,,,,,
https://pubs.usgs.gov/publication/5221589,5221589,5221589,Article,Journal Article,,Waterfowl production estimates on forested wetlands from pair and brood counts,Wildlife Society Bulletin,,,,,1938-5463,0091-7648,,,,8,4,1980,false,English,U.S. Fish and Wildlife Service,,Patuxent Wildlife Research Center,273-278,Article,Journal Article,Wildlife Society Bulletin,273,278,6,,,,,,,,,,,,,,,,,"Kirby, R.E.",,,1,4f4e4adfe4b07f02db6877cf,,,,,,,,
https://pubs.usgs.gov/publication/5221608,5221608,5221608,Article,Journal Article,,"Influence of a local source of DDT pollution on statewide DDT residues in waterfowl wings, northern Alabama, 1978-79",Pesticides Monitoring Journal,,,,, 0031-615, 0031-615,,,,14,3,1980,false,English,Federal Working Group on Pest Management,"Washington, D.C.",Patuxent Wildlife Research Center,86-89,Article,Journal Article,Pesticides Monitoring Journal,86,89,4,,,,,,,,,,,,,,,,,"Fleming, W. J.; O'Shea, T. J.",,,1,4f4e4afde4b07f02db69703a,,,,,,,,
https://pubs.usgs.gov/publication/wri801109,98347,wri801109,Report,USGS Numbered Series,,"Hydrologic and land-cover features of the Loxahatchee River Basin, Florida",Water-Resources Investigations Report,80-1109,,,,,,,10.3133/wri801109,WRI/OFR,,,1980,false,ENGLISH,U.S. Geological Survey,,U.S. Geological Survey,,,,,,,,,,,,,,,,,,,,,,N,N,"McPherson, Benjamin F.; Sabanskas, Maryann",,,1,4f4e4a29e4b07f02db611827,,,,,,,,
https://pubs.usgs.gov/publication/5210429,5210429,5210429,Book chapter,Book Chapter,,Breeding and wintering bird populations at Cylburn Park and vicinity before the construction of Coldspring Town,,33,,,,,,,,,,,1980,false,English,,,Patuxent Wildlife Research Center,48,Book,Other Government Series,Bird Populations--A Litmus Test of the Environment. Proceedings of the Mid-Atlantic Natural History Symposium,5,8,48,,,,,,,,,,,,,,,,,"Geis, A. D.","Lynch, James F.",,0,4f4e4a0ce4b07f02db5fc6b7,,,,,,,,
https://pubs.usgs.gov/publication/5210248,5210248,5210248,Book chapter,Book Chapter,,Distribution and abundance of submersed aquatic vegetation in the tidal Potomac River--implications for waterfowl,,33,,,,,,,,,,,1980,false,English,,,Patuxent Wildlife Research Center,48,Book,Other Government Series,Bird Populations--A Litmus Test of the Environment. Proceedings of the Mid-Atlantic Natural History Symposium,14,19,48,,,,,,,,,,,,,,,,,"Carter, V.; Haramis, G. M.","Lynch, J.F.",,0,4f4e4a81e4b07f02db64a022,,,,,,,,
https://pubs.usgs.gov/publication/5210246,5210246,5210246,Book chapter,Book Chapter,,Censusing colonial waterbirds: Problems and progress,,33,,,,,,,,,,,1980,false,English,,,Patuxent Wildlife Research Center,48,Book,Other Government Series,Proceedings of the 1979 Mid-Atlantic Natural History Symposium: Bird Populations - A Litmus Test of the Environment,19,22,48,,,,,,,,,,,,,,,,,"Erwin, R.M.","Lynch, J.F.",,0,4f4e49e5e4b07f02db5e6e8f,,,,,,,,
https://pubs.usgs.gov/publication/70039443,70039443,70039443,Report,USGS Unnumbered Series,,Digital terrain tapes: user guide,,,,,,,,,10.3133/70039443,,,,1980,false,English,U.S. Geological Survey,"Reston, VA",National Cartographic Information Center,14 p.,,,,,,,,,,,,,,,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,1,505a018fe4b0c8380cd4fc63,,,,,,,,
https://pubs.usgs.gov/publication/wdrOH801,79009,wdrOH801,Report,USGS Numbered Series,,"Water Resources Data for Ohio, Water Year 1980--Volume 1. Ohio River basin",Water Data Report,OH-80-1,,,,,,,10.3133/wdrOH801,-,,,1980,false,ENGLISH,,,,NA,,,,,,,,1979-10-01,1980-09-30,,,,,,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,0,4f4e4a0ce4b07f02db5fca6e,,,,,,,,
https://pubs.usgs.gov/publication/wri801124,47648,wri801124,Report,USGS Numbered Series,,"Preliminary evaluation of lake susceptibility to water-quality degradation by recreational use, Alpine Lakes Wilderness Area, Washington",Water-Resources Investigations Report,80-1124,,,,,,,10.3133/wri801124,WRI/OFR,,,1980,false,ENGLISH,,,,"1 map ;70 x 79 cm., on sheet 91 x 122 cm., folded in envelope 30 x 24 cm.",,,,,,,,,,,,,,,,,,,,100000,,,"Gilliom, Robert J. rgilliom@usgs.gov; Dethier, D. P.; Safioles, S. A.; Heller, P.L.",,,1,4f4e4aaae4b07f02db668dc7,,,,,,,,
https://pubs.usgs.gov/publication/ofr80975,23936,ofr80975,Report,USGS Numbered Series,,"Selected water-level records for Oklahoma, 1979-80",Open-File Report,80-975,,,,2331-1258,0196-1497,,10.3133/ofr80975,-,,,1980,false,ENGLISH,"U.S. Geological Survey,",,,"v, 59 p. :map ;26 cm.",,,,,,,,,,,,,,,,,,,,,,,"Mills, Willard B.; Spiser, Dannie E.",,,1,4f4e4ae4e4b07f02db689d26,,,,,,,,
https://pubs.usgs.gov/publication/ofr80481,46177,ofr80481,Report,USGS Numbered Series,,"Leasable mineral and waterpower land classification map of the Dillon quadrangle, Montana, Idaho: Lands withdrawn, classified, and prospectively valuable for leasable minerals; occurrences of other selected minerals; and lands withdrawn or classified for waterpower and reservoir sites",Open-File Report,80-481,,,,2331-1258,0196-1497,,10.3133/ofr80481,,,,1980,false,English,U.S. Geological Survey,,,1 Plate: 35.60 × 23.74 inches,,,,,,,,,,,,,United States,"Idaho, Montana",,,Dillon quadrangle,,,,,,"Bateman, Andrew F. Jr.; Allen, E. G.; Dugwyler, J. B. Jr.; Colbert, J. L.",,,2,4f4e4b1ae4b07f02db6a8796,,,,,,,,
https://pubs.usgs.gov/publication/wri8072,28473,wri8072,Report,USGS Numbered Series,,Calibration and testing of selected portable flowmeters for use on large irrigation systems,Water-Resources Investigations Report,80-72,,,,,,,10.3133/wri8072,,,,1980,false,English,U.S. Geological Survey,,,"iv, 21 p.",,,,,,29,,,,,,,United States,High Plains Aquifer,,,,,,,,,"Luckey, Richard R.; Heimes, Frederick J.; Gaggiani, Neville G. gaggiani@usgs.gov",,,1,4f4e4a07e4b07f02db5f95c7,,,,,,,,
https://pubs.usgs.gov/publication/ofr80255,46173,ofr80255,Report,USGS Numbered Series,,"Leasable mineral and waterpower land classification map of the Clovis quadrangle, New Mexico, Texas: Lands withdrawn, classified, and prospectively valuable for leasable minerals; occurrences of other selected minerals; and lands withdrawn or classified for waterpower and reservoir sites",Open-File Report,80-255,,,,2331-1258,0196-1497,,10.3133/ofr80255,,,,1980,false,English,U.S. Geological Survey,,,1 Plate: 39.28 × 23.58 inches,,,,,,,,,,,,,United States,"New Mexico, Texas",,,Clovis quadrangle,,,,,,"DeCicco, Donald A.; Patterson, E. D.",,,2,4f4e4b1ae4b07f02db6a87d7,,,,,,,,
https://pubs.usgs.gov/publication/ofr803,46170,ofr803,Report,USGS Numbered Series,,"Maps showing ground-water conditions in the Hopi area, Coconino and Navajo counties, Arizona; 1977",Open-File Report,80-3,,,,2331-1258,0196-1497,,10.3133/ofr803,,,,1980,false,English,U.S. Geological Survey,,,4 Plates: 32.43 x 47.57 inches or smaller,,,,,,,,,,,,,United States,Arizona,"Coconino County, Navajo County",,Hopi area,,,,,,"Farrar, C. D.",,,4,4f4e4a19e4b07f02db6059b2,,,,,,,,
https://pubs.usgs.gov/publication/ofr80700,46167,ofr80700,Report,USGS Numbered Series,,"Maps showing ground-water conditions in the Douglas Basin area, Cochise County, Arizona: 1978",Open-File Report,80-700,,,,2331-1258,0196-1497,,10.3133/ofr80700,WRI/OFR,,,1980,false,English,U.S. Geological Survey,,,3 Plates: 45.28 × 24.94 inches or smaller,,,,,,,,,,,,,United States,Arizona,Cochise County,,Douglas Basin area,,,,,,"Mann, Larry J.; English, C. S.",,,4,4f4e4a19e4b07f02db60598b,,,,,,,,
https://pubs.usgs.gov/publication/ofr80254,46131,ofr80254,Report,USGS Numbered Series,,"Leasable mineral and waterpower land classification map of the Clifton quadrangle, Arizona, New Mexico,  lands withdrawn, classified, and prospectively valuable for leasable minerals, occurrences of other selected minerals and lands withdrawn",Open-File Report,80-254,,,,2331-1258,0196-1497,,10.3133/ofr80254,,,,1980,false,English,U.S. Geological Survey,,,1 Plate: 39.64 × 23.76 inches,,,,,,,,,,,,,United States,"Arizona, New Mexico",,,Clifton quadrangle,,,,,,"DeCicco, Donald A.; Patterson, E. D.",,,2,4f4e4b1ae4b07f02db6a87ad,,,,,,,,
https://pubs.usgs.gov/publication/ofr80479,46128,ofr80479,Report,USGS Numbered Series,,"Leasable mineral and waterpower land classification map of the Butte quadrangle, Montana: Lands withdrawn, classified, and prospectively valuable for leasable minerals; occurrences of other selected minerals; and lands withdrawn or classified for waterpower and reservoir sites",Open-File Report,80-479,,,,2331-1258,0196-1497,,10.3133/ofr80479,,,,1980,false,English,U.S. Geological Survey,,,2 Plates: 35.19 × 23.61 inches and 35.08 × 23.93 inches,,,,,,,,,,,,,United States,Montana,,,Butte quadrangle,,,,,,"Bateman, Andrew F. Jr.; Allen, E. G.; Yamamoto, G. S.",,,3,4f4e4b1ae4b07f02db6a87e7,,,,,,,,
https://pubs.usgs.gov/publication/ofr80103,46127,ofr80103,Report,USGS Numbered Series,,"Leasable mineral and waterpower land classification map of the Brownfield quadrangle, Texas, New Mexico: Lands withdrawn, classified, and prospectively valuable for leasable minerals; occurrences of other selected minerals; and lands withdrawn or classified for waterpower and reservoir sites",Open-File Report,80-103,,,,2331-1258,0196-1497,,10.3133/ofr80103,,,,1980,false,English,U.S. Geological Survey,,,1 Plate: 39.99 × 24.07 inches,,,,,,,,,,,,,United States,"New Mexico, Texas",,,Brownfield quadrangle,,,,,,"DeCicco, Donald A.; Patterson, E. D.",,,2,4f4e4b1ae4b07f02db6a87fb,,,,,,,,
https://pubs.usgs.gov/publication/i843C,66206,i843C,Report,USGS Numbered Series,,"Delineation of flood hazards in the Biscuit Flat Quadrangle and New River area, Maricopa County, Arizona",IMAP,843,NONE,C,,,,,10.3133/i843C,-,,,1980,false,ENGLISH,,,,1 map :col. ;90 x 58 cm.,,,,,,,,,,,,,,,,,,,,24000,,,"Hjalmarson, H. W.",,,3,4f4e4abbe4b07f02db67239d,,,,,,,,
https://pubs.usgs.gov/publication/wdrIL792,56860,wdrIL792,Report,USGS Numbered Series,,"Water resources data for Illinois, water year 1979; Volume 2, Illinois River basin",Water Data Report,IL-79-2,,,,,,,10.3133/wdrIL792,-,,,1980,false,ENGLISH,,,,414 p.,,,,,,,,,,,,,,,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,0,4f4e49fee4b07f02db5f6ec8,,,,,,,,
https://pubs.usgs.gov/publication/wdrND791,56865,wdrND791,Report,USGS Numbered Series,,"Water resources data for North Dakota, water year 1979",Water Data Report,ND-79-1,,,,,,,10.3133/wdrND791,,,,1980,false,English,U.S. Geological Survey,"Reston, VA",Dakota Water Science Center; North Dakota Water Science Center,"xi, 784 p.",,,,,,,,,,,,,United States,North Dakota,,,,,,,,,"Water Resources Division, U.S. Geological Survey",,,0,4f4e4a51e4b07f02db629a7a,,,,,,,,
https://pubs.usgs.gov/publication/wri80100,28082,wri80100,Report,USGS Numbered Series,,"Appraisal of the water resources of the Big Sioux aquifer, Brookings, Deuel, and Hamlin counties, South Dakota",Water-Resources Investigations Report,80-100,,,,,,,10.3133/wri80100,,,,1980,false,English,U.S. Geological Survey,,,"vi, 46 p.",,,,,,,,,,,,,United States,South Dakota,"Brookings County, Deuel County, Hamlin County",,Big Sioux aquifer,,,,,,"Koch, Neil C.",,,1,4f4e4ac6e4b07f02db67a54c,,,,,,,,
https://pubs.usgs.gov/publication/ofr80223,9710,ofr80223,Report,USGS Numbered Series,,"Copper River hydraulic study at Million Dollar Bridge, Alaska",Open-File Report,80-223,,,,2331-1258,0196-1497,,10.3133/ofr80223,-,,,1980,false,ENGLISH,"U.S. Geological Survey,",,,"iii, 6 p. :1 ill. (fold. in envelope), 2 maps (1 fold. in envelope) ;30 cm.",,,,,,,,,,,,,,,,,,,,,,,"Jones, Stanley H.; Barber, William F.",,,3,4f4e4adce4b07f02db68639c,,,,,,,,
https://pubs.usgs.gov/publication/wri8040,28067,wri8040,Report,USGS Numbered Series,,Statistical analyses of surface-water-quality variables in the coal area of southeastern Montana,Water-Resources Investigations Report,80-40,,,,,,,10.3133/wri8040,,,,1980,false,English,U.S. Geological Survey,"Reston, VA",,"iv, 128 p. ",,,,,,,,,,,,,United States,Montana,,,,,,,,,"Knapton, J. R.; Ferreira, Rodger F.",,,1,4f4e49dee4b07f02db5e2ecf,,,,,,,,
https://pubs.usgs.gov/publication/wri8076,28066,wri8076,Report,USGS Numbered Series,,"Simulation of water-quality data at selected stream sites in the Missouri River Basin, Montana",Water-Resources Investigations Report,80-76,,,,,,,10.3133/wri8076,,,,1980,false,English,U.S. Geological Survey,,,"iv, 30 p.",,,,,,,,,,,,,United States,Montana,,,Missouri River Basin,,,,,,"Knapton, J. R.; Jacobson, M.A.",,,1,4f4e49f7e4b07f02db5f1c4f,,,,,,,,
https://pubs.usgs.gov/publication/wri8052,28057,wri8052,Report,USGS Numbered Series,,Dissolved-solids concentrations and loads in return flows to the Colorado River from agricultural land in southern California,Water-Resources Investigations Report,80-52,,,,,,,10.3133/wri8052,,,,1980,false,English,U.S. Geological Survey,,,"iv, 54 p.",,,,,,,,,,,,,United States,California,,,,,,,,,"Klein, John M.; Bradford, Wesley L.",,,1,4f4e4b24e4b07f02db6ae9d0,,,,,,,,
https://pubs.usgs.gov/publication/ofr80748,46113,ofr80748,Report,USGS Numbered Series,,"Maps showing dissolved solids concentration of water in the Red River Formation and Mission Canyon Limestone in North Dakota, South Dakota, and parts of Wyoming, and Montana",Open-File Report,80-748,,,,2331-1258,0196-1497,,10.3133/ofr80748,-,,,1980,false,ENGLISH,,,,2 maps ;108 x 154 cm.,,,,,,,,,,,,,,,,,,,,,,,"Stenzil, Sheila R.; Buss, R.; Busby, John F.",,,2,4f4e4a18e4b07f02db604b39,,,,,,,,
